,G_comp,G_comp,G_comp,g_rel,g_rel,g_rel,r_sep,r_sep,r_sep,r_overlap,r_overlap,r_overlap,Delta_P_group,Delta_P_group,Delta_P_group,r_cost,r_cost,r_cost
,mean,min,max,mean,min,max,mean,min,max,mean,min,max,mean,min,max,mean,min,max
positive_M_res_no_qec,,,,,,,,,,,,,,,,,,
False,0.572271815367131,0.0,2.905555555555555,0.14315021187440774,0.0,0.5638028112173161,0.6185030454995118,0.0,1.0,335.1913426768288,0.0,44735.91391194786,0.007623667365603734,-4.440892098500626e-16,0.031656960606095574,2.443840579710145,1.6666666666666667,4.0
True,3.3219849638587213,2.213333333333334,4.401587301587302,0.6420435769257624,0.5533333333333335,0.7335978835978837,0.9552655115546845,0.7638303433255373,1.0,3.9421987045978786,0.0,66.22380211294752,0.0015322170262249638,0.0005400615742712223,0.004148956711488405,1.9285714285714286,1.6666666666666667,2.25
