x_mean,x_min,x_max,positive_probability,n
0.0,0.0,0.0,0.0,27
0.008388349360202578,0.0,0.020807241023597985,0.0,26
0.04893634873357194,0.020807241023597985,0.0868583217693255,0.0,27
0.1816128469232724,0.0868583217693255,0.29166666666666674,0.0,26
0.39671281323795543,0.29166666666666674,0.48425925925925917,0.0,26
0.6171036552128016,0.4958250472175629,0.7335978835978837,0.7777777777777778,27
