Lbar,overlap_AB_squared,overlap_CD_squared,P_opt_AB_helstrom,P_opt_AB_sdp,P_opt_CD_helstrom,P_opt_CD_sdp,P_ideal,q_L_p_0_05,P_QEC_lower_bound,C_A,C_QEC,C_total,eta
1.9,0.03015368960704587,0.007596123493895945,0.9925600704009376,0.9925600704009376,0.9983091134596195,0.9983091134596195,0.9942847833185422,0.007250000000000001,0.9907012186394828,1,5.699999999999999,8.6,0.1151978161208701
