q_base,deltaC_over_Cbase,threshold_qL,advantage_possible
0.082,1.3,-1.1114,False
0.082,1.31,-1.1205800000000001,False
0.082,1.32,-1.12976,False
0.082,1.33,-1.13894,False
0.082,1.34,-1.14812,False
0.082,1.35,-1.1573,False
0.082,1.36,-1.16648,False
0.082,1.37,-1.1756600000000001,False
0.082,1.3800000000000001,-1.1848400000000001,False
0.082,1.3900000000000001,-1.19402,False
0.082,1.4000000000000001,-1.2032,False
0.082,1.41,-1.21238,False
0.082,1.42,-1.22156,False
0.082,1.43,-1.23074,False
0.082,1.44,-1.23992,False
0.082,1.45,-1.2490999999999999,False
0.082,1.46,-1.2582799999999998,False
0.082,1.47,-1.26746,False
0.082,1.48,-1.27664,False
0.082,1.49,-1.28582,False
0.082,1.5,-1.295,False
0.082,1.51,-1.30418,False
0.082,1.52,-1.31336,False
0.082,1.53,-1.32254,False
0.082,1.54,-1.33172,False
0.082,1.55,-1.3409,False
0.082,1.56,-1.35008,False
0.082,1.57,-1.3592600000000001,False
0.082,1.58,-1.36844,False
0.082,1.59,-1.37762,False
0.082,1.6,-1.3868,False
0.082,1.61,-1.39598,False
0.082,1.62,-1.4051600000000002,False
0.082,1.6300000000000001,-1.4143400000000002,False
0.082,1.6400000000000001,-1.4235200000000001,False
0.082,1.6500000000000001,-1.4327,False
0.082,1.6600000000000001,-1.44188,False
0.082,1.67,-1.45106,False
0.082,1.68,-1.46024,False
0.082,1.69,-1.46942,False
0.082,1.7,-1.4786,False
0.082,1.71,-1.4877799999999999,False
0.082,1.72,-1.49696,False
0.082,1.73,-1.50614,False
0.082,1.74,-1.51532,False
0.082,1.75,-1.5245,False
0.082,1.76,-1.53368,False
0.082,1.77,-1.5428600000000001,False
0.082,1.78,-1.55204,False
0.082,1.79,-1.56122,False
0.082,1.8,-1.5704,False
0.082,1.81,-1.57958,False
0.082,1.82,-1.58876,False
0.082,1.83,-1.5979400000000001,False
0.082,1.84,-1.60712,False
0.082,1.85,-1.6163,False
0.082,1.86,-1.62548,False
0.082,1.87,-1.63466,False
0.082,1.8800000000000001,-1.6438400000000002,False
0.082,1.8900000000000001,-1.6530200000000002,False
0.082,1.9000000000000001,-1.6622000000000001,False
0.082,1.9100000000000001,-1.67138,False
0.082,1.92,-1.6805599999999998,False
0.082,1.93,-1.68974,False
0.082,1.94,-1.69892,False
0.082,1.95,-1.7081,False
0.082,1.96,-1.71728,False
0.082,1.97,-1.7264599999999999,False
0.082,1.98,-1.73564,False
0.082,1.99,-1.74482,False
0.082,2.0,-1.754,False
0.084,0.0,0.084,True
0.084,0.01,0.07484,True
0.084,0.02,0.06568,True
0.084,0.03,0.05652,True
0.084,0.04,0.047360000000000006,True
0.084,0.05,0.0382,True
0.084,0.06,0.029040000000000003,True
0.084,0.07,0.019879999999999995,True
0.084,0.08,0.010720000000000007,True
0.084,0.09,0.0015600000000000058,True
0.084,0.1,-0.0076000000000000095,False
0.084,0.11,-0.016759999999999997,False
0.084,0.12,-0.02592,False
0.084,0.13,-0.03508,False
0.084,0.14,-0.044240000000000015,False
0.084,0.15,-0.05339999999999999,False
0.084,0.16,-0.06255999999999999,False
0.084,0.17,-0.07172000000000002,False
0.084,0.18,-0.08088,False
0.084,0.19,-0.09004,False
0.084,0.2,-0.09920000000000002,False
0.084,0.21,-0.10836,False
0.084,0.22,-0.11752,False
0.084,0.23,-0.12668000000000001,False
0.084,0.24,-0.13584000000000002,False
0.084,0.25,-0.14500000000000002,False
0.084,0.26,-0.15416000000000002,False
0.084,0.27,-0.16332000000000002,False
0.084,0.28,-0.17248000000000002,False
0.084,0.29,-0.18163999999999997,False
0.084,0.3,-0.19079999999999997,False
0.084,0.31,-0.19995999999999997,False
0.084,0.32,-0.20911999999999997,False
0.084,0.33,-0.21828000000000003,False
0.084,0.34,-0.22744000000000003,False
0.084,0.35000000000000003,-0.23660000000000003,False
0.084,0.36,-0.24575999999999998,False
0.084,0.37,-0.25492,False
0.084,0.38,-0.26408,False
0.084,0.39,-0.27324,False
0.084,0.4,-0.28240000000000004,False
0.084,0.41000000000000003,-0.29156000000000004,False
0.084,0.42,-0.30072,False
0.084,0.43,-0.30988,False
0.084,0.44,-0.31904,False
0.084,0.45,-0.3282,False
0.084,0.46,-0.33736,False
0.084,0.47000000000000003,-0.34652000000000005,False
0.084,0.48,-0.35568,False
0.084,0.49,-0.36484,False
0.084,0.5,-0.374,False
0.084,0.51,-0.38316,False
0.084,0.52,-0.39232,False
0.084,0.53,-0.40148,False
0.084,0.54,-0.41064000000000006,False
0.084,0.55,-0.4198,False
0.084,0.56,-0.42896000000000006,False
0.084,0.5700000000000001,-0.43812,False
0.084,0.58,-0.44727999999999996,False
0.084,0.59,-0.45644,False
0.084,0.6,-0.46559999999999996,False
0.084,0.61,-0.47476,False
0.084,0.62,-0.48391999999999996,False
0.084,0.63,-0.49308,False
0.084,0.64,-0.50224,False
0.084,0.65,-0.5114000000000001,False
0.084,0.66,-0.5205600000000001,False
0.084,0.67,-0.5297200000000001,False
0.084,0.68,-0.5388800000000001,False
0.084,0.6900000000000001,-0.5480400000000001,False
0.084,0.7000000000000001,-0.5572000000000001,False
0.084,0.71,-0.56636,False
0.084,0.72,-0.57552,False
0.084,0.73,-0.5846800000000001,False
0.084,0.74,-0.59384,False
0.084,0.75,-0.6030000000000001,False
0.084,0.76,-0.61216,False
0.084,0.77,-0.6213200000000001,False
0.084,0.78,-0.63048,False
0.084,0.79,-0.6396400000000001,False
0.084,0.8,-0.6488000000000002,False
0.084,0.81,-0.6579600000000001,False
0.084,0.8200000000000001,-0.6671200000000002,False
0.084,0.8300000000000001,-0.6762800000000001,False
0.084,0.84,-0.68544,False
0.084,0.85,-0.6946,False
0.084,0.86,-0.70376,False
0.084,0.87,-0.7129200000000001,False
0.084,0.88,-0.72208,False
0.084,0.89,-0.7312400000000001,False
0.084,0.9,-0.7404000000000001,False
0.084,0.91,-0.7495600000000001,False
0.084,0.92,-0.7587200000000001,False
0.084,0.93,-0.7678800000000001,False
0.084,0.9400000000000001,-0.7770400000000002,False
0.084,0.9500000000000001,-0.7862000000000001,False
0.084,0.96,-0.7953600000000001,False
0.084,0.97,-0.80452,False
0.084,0.98,-0.8136800000000001,False
0.084,0.99,-0.82284,False
0.084,1.0,-0.8320000000000001,False
0.084,1.01,-0.8411600000000001,False
0.084,1.02,-0.8503200000000001,False
0.084,1.03,-0.8594800000000001,False
0.084,1.04,-0.8686400000000001,False
0.084,1.05,-0.8778000000000001,False
0.084,1.06,-0.8869600000000001,False
0.084,1.07,-0.8961200000000001,False
0.084,1.08,-0.9052800000000002,False
0.084,1.09,-0.9144400000000001,False
0.084,1.1,-0.9236000000000001,False
0.084,1.11,-0.9327600000000001,False
0.084,1.12,-0.9419200000000002,False
0.084,1.1300000000000001,-0.9510800000000003,False
0.084,1.1400000000000001,-0.9602400000000001,False
0.084,1.1500000000000001,-0.9694000000000002,False
0.084,1.16,-0.97856,False
0.084,1.17,-0.98772,False
0.084,1.18,-0.9968800000000001,False
0.084,1.19,-1.0060399999999998,False
0.084,1.2,-1.0151999999999999,False
0.084,1.21,-1.02436,False
0.084,1.22,-1.03352,False
0.084,1.23,-1.04268,False
0.084,1.24,-1.0518399999999999,False
0.084,1.25,-1.061,False
0.084,1.26,-1.07016,False
0.084,1.27,-1.07932,False
0.084,1.28,-1.08848,False
0.084,1.29,-1.09764,False
0.084,1.3,-1.1068,False
0.084,1.31,-1.11596,False
0.084,1.32,-1.1251200000000001,False
0.084,1.33,-1.13428,False
0.084,1.34,-1.14344,False
0.084,1.35,-1.1526,False
0.084,1.36,-1.1617600000000001,False
0.084,1.37,-1.1709200000000002,False
0.084,1.3800000000000001,-1.18008,False
0.084,1.3900000000000001,-1.18924,False
0.084,1.4000000000000001,-1.1984000000000001,False
0.084,1.41,-1.20756,False
0.084,1.42,-1.2167199999999998,False
0.084,1.43,-1.2258799999999999,False
0.084,1.44,-1.23504,False
0.084,1.45,-1.2442,False
0.084,1.46,-1.25336,False
0.084,1.47,-1.2625199999999999,False
0.084,1.48,-1.27168,False
0.084,1.49,-1.28084,False
0.084,1.5,-1.29,False
0.084,1.51,-1.29916,False
0.084,1.52,-1.30832,False
0.084,1.53,-1.31748,False
0.084,1.54,-1.32664,False
0.084,1.55,-1.3358,False
0.084,1.56,-1.34496,False
0.084,1.57,-1.35412,False
0.084,1.58,-1.36328,False
0.084,1.59,-1.37244,False
0.084,1.6,-1.3816000000000002,False
0.084,1.61,-1.39076,False
0.084,1.62,-1.39992,False
0.084,1.6300000000000001,-1.40908,False
0.084,1.6400000000000001,-1.4182400000000002,False
0.084,1.6500000000000001,-1.4274,False
0.084,1.6600000000000001,-1.43656,False
0.084,1.67,-1.44572,False
0.084,1.68,-1.45488,False
0.084,1.69,-1.46404,False
0.084,1.7,-1.4731999999999998,False
0.084,1.71,-1.48236,False
0.084,1.72,-1.49152,False
0.084,1.73,-1.50068,False
0.084,1.74,-1.50984,False
0.084,1.75,-1.519,False
0.084,1.76,-1.52816,False
0.084,1.77,-1.53732,False
0.084,1.78,-1.54648,False
0.084,1.79,-1.5556400000000001,False
0.084,1.8,-1.5648,False
0.084,1.81,-1.57396,False
0.084,1.82,-1.58312,False
0.084,1.83,-1.5922800000000001,False
0.084,1.84,-1.60144,False
0.084,1.85,-1.6106,False
0.084,1.86,-1.61976,False
0.084,1.87,-1.6289200000000001,False
0.084,1.8800000000000001,-1.6380800000000002,False
0.084,1.8900000000000001,-1.64724,False
0.084,1.9000000000000001,-1.6564,False
0.084,1.9100000000000001,-1.6655600000000002,False
0.084,1.92,-1.67472,False
0.084,1.93,-1.68388,False
0.084,1.94,-1.6930399999999999,False
0.084,1.95,-1.7022,False
0.084,1.96,-1.71136,False
0.084,1.97,-1.72052,False
0.084,1.98,-1.7296799999999999,False
0.084,1.99,-1.73884,False
0.084,2.0,-1.748,False
0.08600000000000001,0.0,0.08600000000000001,True
0.08600000000000001,0.01,0.07686000000000001,True
0.08600000000000001,0.02,0.06772,True
0.08600000000000001,0.03,0.05858000000000001,True
0.08600000000000001,0.04,0.049440000000000005,True
0.08600000000000001,0.05,0.0403,True
0.08600000000000001,0.06,0.031160000000000007,True
0.08600000000000001,0.07,0.022019999999999998,True
0.08600000000000001,0.08,0.012880000000000003,True
0.08600000000000001,0.09,0.003740000000000007,True
0.08600000000000001,0.1,-0.005400000000000002,False
0.08600000000000001,0.11,-0.014539999999999997,False
0.08600000000000001,0.12,-0.023679999999999993,False
0.08600000000000001,0.13,-0.03282,False
0.08600000000000001,0.14,-0.04196000000000001,False
0.08600000000000001,0.15,-0.05109999999999999,False
0.08600000000000001,0.16,-0.06024,False
0.08600000000000001,0.17,-0.06938000000000001,False
0.08600000000000001,0.18,-0.07851999999999999,False
0.08600000000000001,0.19,-0.08766,False
0.08600000000000001,0.2,-0.09680000000000001,False
0.08600000000000001,0.21,-0.10593999999999999,False
0.08600000000000001,0.22,-0.11508,False
0.08600000000000001,0.23,-0.12422000000000001,False
0.08600000000000001,0.24,-0.13335999999999998,False
0.08600000000000001,0.25,-0.14250000000000002,False
0.08600000000000001,0.26,-0.15164,False
0.08600000000000001,0.27,-0.16078000000000003,False
0.08600000000000001,0.28,-0.16992000000000002,False
0.08600000000000001,0.29,-0.17906,False
0.08600000000000001,0.3,-0.18819999999999998,False
0.08600000000000001,0.31,-0.19734000000000002,False
0.08600000000000001,0.32,-0.20648,False
0.08600000000000001,0.33,-0.21561999999999998,False
0.08600000000000001,0.34,-0.22476000000000002,False
0.08600000000000001,0.35000000000000003,-0.2339,False
0.08600000000000001,0.36,-0.24303999999999998,False
0.08600000000000001,0.37,-0.25218,False
0.08600000000000001,0.38,-0.26132,False
0.08600000000000001,0.39,-0.27046,False
0.08600000000000001,0.4,-0.2796,False
0.08600000000000001,0.41000000000000003,-0.28874,False
0.08600000000000001,0.42,-0.29788,False
0.08600000000000001,0.43,-0.30702,False
0.08600000000000001,0.44,-0.31616,False
0.08600000000000001,0.45,-0.3253,False
0.08600000000000001,0.46,-0.33444,False
0.08600000000000001,0.47000000000000003,-0.34358,False
0.08600000000000001,0.48,-0.35272,False
0.08600000000000001,0.49,-0.36186,False
0.08600000000000001,0.5,-0.371,False
0.08600000000000001,0.51,-0.38014,False
0.08600000000000001,0.52,-0.38928,False
0.08600000000000001,0.53,-0.39842,False
0.08600000000000001,0.54,-0.40756000000000003,False
0.08600000000000001,0.55,-0.4167,False
0.08600000000000001,0.56,-0.42584000000000005,False
0.08600000000000001,0.5700000000000001,-0.4349800000000001,False
0.08600000000000001,0.58,-0.44412,False
0.08600000000000001,0.59,-0.45325999999999994,False
0.08600000000000001,0.6,-0.4624,False
0.08600000000000001,0.61,-0.47154,False
0.08600000000000001,0.62,-0.48068000000000005,False
0.08600000000000001,0.63,-0.48982,False
0.08600000000000001,0.64,-0.49896,False
0.08600000000000001,0.65,-0.5081000000000001,False
0.08600000000000001,0.66,-0.51724,False
0.08600000000000001,0.67,-0.5263800000000001,False
0.08600000000000001,0.68,-0.5355200000000001,False
0.08600000000000001,0.6900000000000001,-0.5446600000000001,False
0.08600000000000001,0.7000000000000001,-0.5538000000000001,False
0.08600000000000001,0.71,-0.56294,False
0.08600000000000001,0.72,-0.57208,False
0.08600000000000001,0.73,-0.5812200000000001,False
0.08600000000000001,0.74,-0.5903600000000001,False
0.08600000000000001,0.75,-0.5995,False
0.08600000000000001,0.76,-0.6086400000000001,False
0.08600000000000001,0.77,-0.6177800000000001,False
0.08600000000000001,0.78,-0.62692,False
0.08600000000000001,0.79,-0.6360600000000001,False
0.08600000000000001,0.8,-0.6452000000000001,False
0.08600000000000001,0.81,-0.6543400000000001,False
0.08600000000000001,0.8200000000000001,-0.6634800000000001,False
0.08600000000000001,0.8300000000000001,-0.6726200000000001,False
0.08600000000000001,0.84,-0.68176,False
0.08600000000000001,0.85,-0.6909000000000001,False
0.08600000000000001,0.86,-0.7000400000000001,False
0.08600000000000001,0.87,-0.70918,False
0.08600000000000001,0.88,-0.7183200000000001,False
0.08600000000000001,0.89,-0.7274600000000001,False
0.08600000000000001,0.9,-0.7366,False
0.08600000000000001,0.91,-0.7457400000000001,False
0.08600000000000001,0.92,-0.7548800000000001,False
0.08600000000000001,0.93,-0.7640200000000001,False
0.08600000000000001,0.9400000000000001,-0.7731600000000001,False
0.08600000000000001,0.9500000000000001,-0.7823000000000001,False
0.08600000000000001,0.96,-0.79144,False
0.08600000000000001,0.97,-0.8005800000000001,False
0.08600000000000001,0.98,-0.8097200000000001,False
0.08600000000000001,0.99,-0.81886,False
0.08600000000000001,1.0,-0.8280000000000001,False
0.08600000000000001,1.01,-0.8371400000000001,False
0.08600000000000001,1.02,-0.84628,False
0.08600000000000001,1.03,-0.8554200000000001,False
0.08600000000000001,1.04,-0.8645600000000001,False
0.08600000000000001,1.05,-0.8737000000000001,False
0.08600000000000001,1.06,-0.8828400000000001,False
0.08600000000000001,1.07,-0.8919800000000001,False
0.08600000000000001,1.08,-0.9011200000000001,False
0.08600000000000001,1.09,-0.9102600000000002,False
0.08600000000000001,1.1,-0.9194000000000001,False
0.08600000000000001,1.11,-0.9285400000000003,False
0.08600000000000001,1.12,-0.9376800000000002,False
0.08600000000000001,1.1300000000000001,-0.9468200000000001,False
0.08600000000000001,1.1400000000000001,-0.9559600000000003,False
0.08600000000000001,1.1500000000000001,-0.9651000000000002,False
0.08600000000000001,1.16,-0.9742400000000001,False
0.08600000000000001,1.17,-0.98338,False
0.08600000000000001,1.18,-0.99252,False
0.08600000000000001,1.19,-1.00166,False
0.08600000000000001,1.2,-1.0108,False
0.08600000000000001,1.21,-1.0199399999999998,False
0.08600000000000001,1.22,-1.02908,False
0.08600000000000001,1.23,-1.03822,False
0.08600000000000001,1.24,-1.04736,False
0.08600000000000001,1.25,-1.0565,False
0.08600000000000001,1.26,-1.06564,False
0.08600000000000001,1.27,-1.07478,False
0.08600000000000001,1.28,-1.08392,False
0.08600000000000001,1.29,-1.09306,False
0.08600000000000001,1.3,-1.1022,False
0.08600000000000001,1.31,-1.11134,False
0.08600000000000001,1.32,-1.12048,False
0.08600000000000001,1.33,-1.12962,False
0.08600000000000001,1.34,-1.13876,False
0.08600000000000001,1.35,-1.1479000000000001,False
0.08600000000000001,1.36,-1.15704,False
0.08600000000000001,1.37,-1.16618,False
0.08600000000000001,1.3800000000000001,-1.1753200000000001,False
0.08600000000000001,1.3900000000000001,-1.18446,False
0.08600000000000001,1.4000000000000001,-1.1936,False
0.08600000000000001,1.41,-1.20274,False
0.08600000000000001,1.42,-1.2118799999999998,False
0.08600000000000001,1.43,-1.22102,False
0.08600000000000001,1.44,-1.23016,False
0.08600000000000001,1.45,-1.2392999999999998,False
0.08600000000000001,1.46,-1.24844,False
0.08600000000000001,1.47,-1.25758,False
0.08600000000000001,1.48,-1.26672,False
0.08600000000000001,1.49,-1.27586,False
0.08600000000000001,1.5,-1.285,False
0.08600000000000001,1.51,-1.29414,False
0.08600000000000001,1.52,-1.30328,False
0.08600000000000001,1.53,-1.31242,False
0.08600000000000001,1.54,-1.32156,False
0.08600000000000001,1.55,-1.3307,False
0.08600000000000001,1.56,-1.33984,False
0.08600000000000001,1.57,-1.34898,False
0.08600000000000001,1.58,-1.35812,False
0.08600000000000001,1.59,-1.3672600000000001,False
0.08600000000000001,1.6,-1.3764,False
0.08600000000000001,1.61,-1.38554,False
0.08600000000000001,1.62,-1.3946800000000001,False
0.08600000000000001,1.6300000000000001,-1.40382,False
0.08600000000000001,1.6400000000000001,-1.41296,False
0.08600000000000001,1.6500000000000001,-1.4221000000000001,False
0.08600000000000001,1.6600000000000001,-1.43124,False
0.08600000000000001,1.67,-1.44038,False
0.08600000000000001,1.68,-1.44952,False
0.08600000000000001,1.69,-1.4586599999999998,False
0.08600000000000001,1.7,-1.4678,False
0.08600000000000001,1.71,-1.47694,False
0.08600000000000001,1.72,-1.48608,False
0.08600000000000001,1.73,-1.49522,False
0.08600000000000001,1.74,-1.50436,False
0.08600000000000001,1.75,-1.5135,False
0.08600000000000001,1.76,-1.52264,False
0.08600000000000001,1.77,-1.53178,False
0.08600000000000001,1.78,-1.54092,False
0.08600000000000001,1.79,-1.55006,False
0.08600000000000001,1.8,-1.5592,False
0.08600000000000001,1.81,-1.56834,False
0.08600000000000001,1.82,-1.57748,False
0.08600000000000001,1.83,-1.5866200000000001,False
0.08600000000000001,1.84,-1.59576,False
0.08600000000000001,1.85,-1.6049,False
0.08600000000000001,1.86,-1.6140400000000001,False
0.08600000000000001,1.87,-1.62318,False
0.08600000000000001,1.8800000000000001,-1.63232,False
0.08600000000000001,1.8900000000000001,-1.6414600000000001,False
0.08600000000000001,1.9000000000000001,-1.6506,False
0.08600000000000001,1.9100000000000001,-1.6597400000000002,False
0.08600000000000001,1.92,-1.66888,False
0.08600000000000001,1.93,-1.6780199999999998,False
0.08600000000000001,1.94,-1.68716,False
0.08600000000000001,1.95,-1.6963,False
0.08600000000000001,1.96,-1.70544,False
0.08600000000000001,1.97,-1.71458,False
0.08600000000000001,1.98,-1.72372,False
0.08600000000000001,1.99,-1.73286,False
0.08600000000000001,2.0,-1.742,False
0.088,0.0,0.088,True
0.088,0.01,0.07887999999999999,True
0.088,0.02,0.06975999999999999,True
0.088,0.03,0.06064,True
0.088,0.04,0.05151999999999999,True
0.088,0.05,0.04239999999999999,True
0.088,0.06,0.03328,True
0.088,0.07,0.024159999999999987,True
0.088,0.08,0.015039999999999984,True
0.088,0.09,0.005919999999999995,True
0.088,0.1,-0.0032000000000000084,False
0.088,0.11,-0.012320000000000011,False
0.088,0.12,-0.02144,False
0.088,0.13,-0.030560000000000018,False
0.088,0.14,-0.03968000000000002,False
0.088,0.15,-0.04880000000000001,False
0.088,0.16,-0.05792000000000003,False
0.088,0.17,-0.06704000000000002,False
0.088,0.18,-0.07616,False
0.088,0.19,-0.08528000000000002,False
0.088,0.2,-0.09440000000000001,False
0.088,0.21,-0.10352,False
0.088,0.22,-0.11264000000000002,False
0.088,0.23,-0.12176000000000003,False
0.088,0.24,-0.13088,False
0.088,0.25,-0.14,False
0.088,0.26,-0.14912000000000003,False
0.088,0.27,-0.15824000000000002,False
0.088,0.28,-0.16736000000000004,False
0.088,0.29,-0.17648,False
0.088,0.3,-0.18560000000000001,False
0.088,0.31,-0.19472000000000003,False
0.088,0.32,-0.20384000000000005,False
0.088,0.33,-0.21296,False
0.088,0.34,-0.22208000000000003,False
0.088,0.35000000000000003,-0.23120000000000004,False
0.088,0.36,-0.24032,False
0.088,0.37,-0.24944000000000002,False
0.088,0.38,-0.25856,False
0.088,0.39,-0.26768000000000003,False
0.088,0.4,-0.27680000000000005,False
0.088,0.41000000000000003,-0.28592000000000006,False
0.088,0.42,-0.29503999999999997,False
0.088,0.43,-0.30416,False
0.088,0.44,-0.31328,False
0.088,0.45,-0.3224,False
0.088,0.46,-0.33152000000000004,False
0.088,0.47000000000000003,-0.34064000000000005,False
0.088,0.48,-0.34975999999999996,False
0.088,0.49,-0.35888,False
0.088,0.5,-0.368,False
0.088,0.51,-0.37712,False
0.088,0.52,-0.38624,False
0.088,0.53,-0.39536000000000004,False
0.088,0.54,-0.40448000000000006,False
0.088,0.55,-0.4136000000000001,False
0.088,0.56,-0.4227200000000001,False
0.088,0.5700000000000001,-0.4318400000000001,False
0.088,0.58,-0.44096,False
0.088,0.59,-0.45008000000000004,False
0.088,0.6,-0.45920000000000005,False
0.088,0.61,-0.46832000000000007,False
0.088,0.62,-0.4774400000000001,False
0.088,0.63,-0.4865600000000001,False
0.088,0.64,-0.4956800000000001,False
0.088,0.65,-0.5048,False
0.088,0.66,-0.51392,False
0.088,0.67,-0.5230400000000001,False
0.088,0.68,-0.5321600000000001,False
0.088,0.6900000000000001,-0.5412800000000001,False
0.088,0.7000000000000001,-0.5504000000000001,False
0.088,0.71,-0.55952,False
0.088,0.72,-0.56864,False
0.088,0.73,-0.57776,False
0.088,0.74,-0.5868800000000001,False
0.088,0.75,-0.5960000000000001,False
0.088,0.76,-0.6051200000000001,False
0.088,0.77,-0.6142400000000001,False
0.088,0.78,-0.6233600000000001,False
0.088,0.79,-0.63248,False
0.088,0.8,-0.6416000000000001,False
0.088,0.81,-0.6507200000000001,False
0.088,0.8200000000000001,-0.6598400000000001,False
0.088,0.8300000000000001,-0.6689600000000001,False
0.088,0.84,-0.67808,False
0.088,0.85,-0.6872,False
0.088,0.86,-0.69632,False
0.088,0.87,-0.7054400000000001,False
0.088,0.88,-0.7145600000000001,False
0.088,0.89,-0.7236800000000001,False
0.088,0.9,-0.7328000000000001,False
0.088,0.91,-0.7419200000000001,False
0.088,0.92,-0.7510400000000002,False
0.088,0.93,-0.7601600000000001,False
0.088,0.9400000000000001,-0.7692800000000001,False
0.088,0.9500000000000001,-0.7784000000000001,False
0.088,0.96,-0.78752,False
0.088,0.97,-0.79664,False
0.088,0.98,-0.80576,False
0.088,0.99,-0.81488,False
0.088,1.0,-0.8240000000000001,False
0.088,1.01,-0.8331200000000001,False
0.088,1.02,-0.8422400000000001,False
0.088,1.03,-0.8513600000000001,False
0.088,1.04,-0.8604800000000001,False
0.088,1.05,-0.8696000000000002,False
0.088,1.06,-0.8787200000000002,False
0.088,1.07,-0.8878400000000001,False
0.088,1.08,-0.8969600000000001,False
0.088,1.09,-0.9060800000000001,False
0.088,1.1,-0.9152000000000001,False
0.088,1.11,-0.9243200000000001,False
0.088,1.12,-0.9334400000000002,False
0.088,1.1300000000000001,-0.9425600000000002,False
0.088,1.1400000000000001,-0.9516800000000002,False
0.088,1.1500000000000001,-0.9608000000000002,False
0.088,1.16,-0.96992,False
0.088,1.17,-0.97904,False
0.088,1.18,-0.98816,False
0.088,1.19,-0.99728,False
0.088,1.2,-1.0064,False
0.088,1.21,-1.01552,False
0.088,1.22,-1.02464,False
0.088,1.23,-1.03376,False
0.088,1.24,-1.04288,False
0.088,1.25,-1.052,False
0.088,1.26,-1.06112,False
0.088,1.27,-1.07024,False
0.088,1.28,-1.07936,False
0.088,1.29,-1.08848,False
0.088,1.3,-1.0976,False
0.088,1.31,-1.10672,False
0.088,1.32,-1.11584,False
0.088,1.33,-1.12496,False
0.088,1.34,-1.13408,False
0.088,1.35,-1.1432,False
0.088,1.36,-1.15232,False
0.088,1.37,-1.16144,False
0.088,1.3800000000000001,-1.17056,False
0.088,1.3900000000000001,-1.17968,False
0.088,1.4000000000000001,-1.1888,False
0.088,1.41,-1.1979199999999999,False
0.088,1.42,-1.20704,False
0.088,1.43,-1.21616,False
0.088,1.44,-1.22528,False
0.088,1.45,-1.2344,False
0.088,1.46,-1.24352,False
0.088,1.47,-1.25264,False
0.088,1.48,-1.26176,False
0.088,1.49,-1.27088,False
0.088,1.5,-1.28,False
0.088,1.51,-1.28912,False
0.088,1.52,-1.29824,False
0.088,1.53,-1.30736,False
0.088,1.54,-1.31648,False
0.088,1.55,-1.3256000000000001,False
0.088,1.56,-1.3347200000000001,False
0.088,1.57,-1.34384,False
0.088,1.58,-1.35296,False
0.088,1.59,-1.36208,False
0.088,1.6,-1.3712,False
0.088,1.61,-1.38032,False
0.088,1.62,-1.38944,False
0.088,1.6300000000000001,-1.39856,False
0.088,1.6400000000000001,-1.40768,False
0.088,1.6500000000000001,-1.4168,False
0.088,1.6600000000000001,-1.42592,False
0.088,1.67,-1.4350399999999999,False
0.088,1.68,-1.4441599999999999,False
0.088,1.69,-1.45328,False
0.088,1.7,-1.4624,False
0.088,1.71,-1.47152,False
0.088,1.72,-1.48064,False
0.088,1.73,-1.48976,False
0.088,1.74,-1.49888,False
0.088,1.75,-1.508,False
0.088,1.76,-1.51712,False
0.088,1.77,-1.52624,False
0.088,1.78,-1.53536,False
0.088,1.79,-1.54448,False
0.088,1.8,-1.5536,False
0.088,1.81,-1.56272,False
0.088,1.82,-1.5718400000000001,False
0.088,1.83,-1.5809600000000001,False
0.088,1.84,-1.5900800000000002,False
0.088,1.85,-1.5992,False
0.088,1.86,-1.60832,False
0.088,1.87,-1.61744,False
0.088,1.8800000000000001,-1.62656,False
0.088,1.8900000000000001,-1.63568,False
0.088,1.9000000000000001,-1.6448,False
0.088,1.9100000000000001,-1.65392,False
0.088,1.92,-1.6630399999999999,False
0.088,1.93,-1.6721599999999999,False
0.088,1.94,-1.6812799999999999,False
0.088,1.95,-1.6904,False
0.088,1.96,-1.69952,False
0.088,1.97,-1.70864,False
0.088,1.98,-1.71776,False
0.088,1.99,-1.72688,False
0.088,2.0,-1.736,False
0.09,0.0,0.09,True
0.09,0.01,0.0809,True
0.09,0.02,0.0718,True
0.09,0.03,0.06269999999999999,True
0.09,0.04,0.053599999999999995,True
0.09,0.05,0.04449999999999999,True
0.09,0.06,0.035399999999999994,True
0.09,0.07,0.02629999999999999,True
0.09,0.08,0.017199999999999993,True
0.09,0.09,0.008099999999999996,True
0.09,0.1,-0.0010000000000000148,False
0.09,0.11,-0.010100000000000012,False
0.09,0.12,-0.01920000000000001,False
0.09,0.13,-0.028300000000000006,False
0.09,0.14,-0.03740000000000002,False
0.09,0.15,-0.046500000000000014,False
0.09,0.16,-0.05560000000000001,False
0.09,0.17,-0.06470000000000001,False
0.09,0.18,-0.0738,False
0.09,0.19,-0.0829,False
0.09,0.2,-0.09200000000000003,False
0.09,0.21,-0.1011,False
0.09,0.22,-0.11020000000000002,False
0.09,0.23,-0.11930000000000002,False
0.09,0.24,-0.12840000000000001,False
0.09,0.25,-0.1375,False
0.09,0.26,-0.1466,False
0.09,0.27,-0.15570000000000003,False
0.09,0.28,-0.16480000000000003,False
0.09,0.29,-0.17389999999999997,False
0.09,0.3,-0.18300000000000002,False
0.09,0.31,-0.19210000000000002,False
0.09,0.32,-0.20120000000000002,False
0.09,0.33,-0.21030000000000001,False
