q_base,deltaC_over_Cbase,threshold_qL,advantage_possible
0.186,0.48,-0.20472,False
0.186,0.49,-0.21286000000000005,False
0.186,0.5,-0.22100000000000003,False
0.186,0.51,-0.22914,False
0.186,0.52,-0.23728000000000005,False
0.186,0.53,-0.24542000000000003,False
0.186,0.54,-0.25356000000000006,False
0.186,0.55,-0.26170000000000004,False
0.186,0.56,-0.2698400000000001,False
0.186,0.5700000000000001,-0.27798000000000006,False
0.186,0.58,-0.28612,False
0.186,0.59,-0.29426,False
0.186,0.6,-0.3024,False
0.186,0.61,-0.31054000000000004,False
0.186,0.62,-0.31868,False
0.186,0.63,-0.32682000000000005,False
0.186,0.64,-0.3349600000000001,False
0.186,0.65,-0.3431,False
0.186,0.66,-0.35124000000000005,False
0.186,0.67,-0.3593800000000001,False
0.186,0.68,-0.3675200000000001,False
0.186,0.6900000000000001,-0.37566000000000005,False
0.186,0.7000000000000001,-0.3838000000000001,False
0.186,0.71,-0.39194,False
0.186,0.72,-0.40008000000000005,False
0.186,0.73,-0.4082200000000001,False
0.186,0.74,-0.41636,False
0.186,0.75,-0.42450000000000004,False
0.186,0.76,-0.4326400000000001,False
0.186,0.77,-0.44078,False
0.186,0.78,-0.44892000000000004,False
0.186,0.79,-0.4570600000000001,False
0.186,0.8,-0.4652000000000001,False
0.186,0.81,-0.47334000000000004,False
0.186,0.8200000000000001,-0.4814800000000001,False
0.186,0.8300000000000001,-0.4896200000000001,False
0.186,0.84,-0.49776000000000004,False
0.186,0.85,-0.5059,False
0.186,0.86,-0.51404,False
0.186,0.87,-0.5221800000000001,False
0.186,0.88,-0.5303200000000001,False
0.186,0.89,-0.5384600000000002,False
0.186,0.9,-0.5466,False
0.186,0.91,-0.55474,False
0.186,0.92,-0.56288,False
0.186,0.93,-0.5710200000000001,False
0.186,0.9400000000000001,-0.5791600000000001,False
0.186,0.9500000000000001,-0.5873000000000002,False
0.186,0.96,-0.59544,False
0.186,0.97,-0.60358,False
0.186,0.98,-0.61172,False
0.186,0.99,-0.6198600000000001,False
0.186,1.0,-0.6280000000000001,False
0.186,1.01,-0.6361400000000001,False
0.186,1.02,-0.64428,False
0.186,1.03,-0.65242,False
0.186,1.04,-0.66056,False
0.186,1.05,-0.6687000000000001,False
0.186,1.06,-0.6768400000000001,False
0.186,1.07,-0.6849800000000001,False
0.186,1.08,-0.6931200000000002,False
0.186,1.09,-0.7012600000000002,False
0.186,1.1,-0.7094,False
0.186,1.11,-0.7175400000000001,False
0.186,1.12,-0.7256800000000001,False
0.186,1.1300000000000001,-0.7338200000000001,False
0.186,1.1400000000000001,-0.7419600000000002,False
0.186,1.1500000000000001,-0.7501000000000002,False
0.186,1.16,-0.75824,False
0.186,1.17,-0.7663800000000001,False
0.186,1.18,-0.7745200000000001,False
0.186,1.19,-0.7826600000000001,False
0.186,1.2,-0.7908,False
0.186,1.21,-0.79894,False
0.186,1.22,-0.80708,False
0.186,1.23,-0.8152200000000001,False
0.186,1.24,-0.8233600000000001,False
0.186,1.25,-0.8315000000000001,False
0.186,1.26,-0.8396400000000002,False
0.186,1.27,-0.8477800000000002,False
0.186,1.28,-0.8559200000000002,False
0.186,1.29,-0.86406,False
0.186,1.3,-0.8722000000000001,False
0.186,1.31,-0.8803400000000001,False
0.186,1.32,-0.8884800000000002,False
0.186,1.33,-0.8966200000000002,False
0.186,1.34,-0.9047600000000002,False
0.186,1.35,-0.9129000000000003,False
0.186,1.36,-0.9210400000000003,False
0.186,1.37,-0.9291800000000001,False
0.186,1.3800000000000001,-0.9373200000000002,False
0.186,1.3900000000000001,-0.9454600000000002,False
0.186,1.4000000000000001,-0.9536000000000002,False
0.186,1.41,-0.96174,False
0.186,1.42,-0.9698800000000001,False
0.186,1.43,-0.9780200000000001,False
0.186,1.44,-0.9861600000000001,False
0.186,1.45,-0.9943000000000002,False
0.186,1.46,-1.0024400000000002,False
0.186,1.47,-1.01058,False
0.186,1.48,-1.01872,False
0.186,1.49,-1.02686,False
0.186,1.5,-1.0350000000000001,False
0.186,1.51,-1.0431400000000002,False
0.186,1.52,-1.0512800000000002,False
0.186,1.53,-1.0594200000000003,False
0.186,1.54,-1.06756,False
0.186,1.55,-1.0757,False
0.186,1.56,-1.0838400000000001,False
0.186,1.57,-1.0919800000000002,False
0.186,1.58,-1.1001200000000002,False
0.186,1.59,-1.1082600000000002,False
0.186,1.6,-1.1164000000000003,False
0.186,1.61,-1.1245400000000003,False
0.186,1.62,-1.1326800000000001,False
0.186,1.6300000000000001,-1.1408200000000002,False
0.186,1.6400000000000001,-1.1489600000000002,False
0.186,1.6500000000000001,-1.1571000000000002,False
0.186,1.6600000000000001,-1.1652400000000003,False
0.186,1.67,-1.17338,False
0.186,1.68,-1.1815200000000001,False
0.186,1.69,-1.1896600000000002,False
0.186,1.7,-1.1978000000000002,False
0.186,1.71,-1.2059400000000002,False
0.186,1.72,-1.21408,False
0.186,1.73,-1.22222,False
0.186,1.74,-1.2303600000000001,False
0.186,1.75,-1.2385000000000002,False
0.186,1.76,-1.2466400000000002,False
0.186,1.77,-1.2547800000000002,False
0.186,1.78,-1.2629200000000003,False
0.186,1.79,-1.27106,False
0.186,1.8,-1.2792000000000001,False
0.186,1.81,-1.2873400000000002,False
0.186,1.82,-1.2954800000000002,False
0.186,1.83,-1.3036200000000002,False
0.186,1.84,-1.3117600000000003,False
0.186,1.85,-1.3199000000000003,False
0.186,1.86,-1.3280400000000003,False
0.186,1.87,-1.3361800000000001,False
0.186,1.8800000000000001,-1.3443200000000002,False
0.186,1.8900000000000001,-1.3524600000000002,False
0.186,1.9000000000000001,-1.3606000000000003,False
0.186,1.9100000000000001,-1.3687400000000003,False
0.186,1.92,-1.37688,False
0.186,1.93,-1.3850200000000001,False
0.186,1.94,-1.3931600000000002,False
0.186,1.95,-1.4013000000000002,False
0.186,1.96,-1.4094400000000002,False
0.186,1.97,-1.41758,False
0.186,1.98,-1.42572,False
0.186,1.99,-1.4338600000000001,False
0.186,2.0,-1.4420000000000002,False
0.188,0.0,0.188,True
0.188,0.01,0.17988,True
0.188,0.02,0.17176,True
0.188,0.03,0.16364,True
0.188,0.04,0.15552,True
0.188,0.05,0.1474,True
0.188,0.06,0.13928000000000001,True
0.188,0.07,0.13116,True
0.188,0.08,0.12304,True
0.188,0.09,0.11492,True
0.188,0.1,0.10679999999999999,True
0.188,0.11,0.09867999999999999,True
0.188,0.12,0.09056,True
0.188,0.13,0.08243999999999999,True
0.188,0.14,0.07431999999999998,True
0.188,0.15,0.0662,True
0.188,0.16,0.05807999999999999,True
0.188,0.17,0.04995999999999998,True
0.188,0.18,0.04183999999999999,True
0.188,0.19,0.03372,True
0.188,0.2,0.025599999999999984,True
0.188,0.21,0.017479999999999996,True
0.188,0.22,0.00935999999999998,True
0.188,0.23,0.0012399999999999911,True
0.188,0.24,-0.006879999999999997,False
0.188,0.25,-0.015000000000000013,False
0.188,0.26,-0.02312000000000003,False
0.188,0.27,-0.031240000000000018,False
0.188,0.28,-0.039360000000000034,False
0.188,0.29,-0.047479999999999994,False
0.188,0.3,-0.05560000000000001,False
0.188,0.31,-0.06372,False
0.188,0.32,-0.07184000000000001,False
0.188,0.33,-0.07996000000000003,False
0.188,0.34,-0.08808000000000005,False
0.188,0.35000000000000003,-0.09620000000000006,False
0.188,0.36,-0.10432000000000002,False
0.188,0.37,-0.11244000000000004,False
0.188,0.38,-0.12056,False
0.188,0.39,-0.12868000000000002,False
0.188,0.4,-0.13680000000000003,False
0.188,0.41000000000000003,-0.14492000000000005,False
0.188,0.42,-0.15304,False
0.188,0.43,-0.16116000000000003,False
0.188,0.44,-0.16928000000000004,False
0.188,0.45,-0.17740000000000006,False
0.188,0.46,-0.18552000000000002,False
0.188,0.47000000000000003,-0.19364000000000003,False
0.188,0.48,-0.20176,False
0.188,0.49,-0.20988,False
0.188,0.5,-0.21800000000000003,False
0.188,0.51,-0.22612000000000004,False
0.188,0.52,-0.23424000000000006,False
0.188,0.53,-0.24236000000000008,False
0.188,0.54,-0.25048000000000004,False
0.188,0.55,-0.25860000000000005,False
0.188,0.56,-0.26672000000000007,False
0.188,0.5700000000000001,-0.2748400000000001,False
0.188,0.58,-0.28296,False
0.188,0.59,-0.29108,False
0.188,0.6,-0.2992,False
0.188,0.61,-0.30732000000000004,False
0.188,0.62,-0.31544,False
0.188,0.63,-0.32356,False
0.188,0.64,-0.33168000000000003,False
0.188,0.65,-0.33980000000000005,False
0.188,0.66,-0.34792000000000006,False
0.188,0.67,-0.3560400000000001,False
0.188,0.68,-0.3641600000000001,False
0.188,0.6900000000000001,-0.3722800000000001,False
0.188,0.7000000000000001,-0.3804000000000001,False
0.188,0.71,-0.38852000000000003,False
0.188,0.72,-0.39664000000000005,False
0.188,0.73,-0.40476000000000006,False
0.188,0.74,-0.4128800000000001,False
0.188,0.75,-0.421,False
0.188,0.76,-0.42912,False
0.188,0.77,-0.43724,False
0.188,0.78,-0.44536000000000003,False
0.188,0.79,-0.45348000000000005,False
0.188,0.8,-0.46160000000000007,False
0.188,0.81,-0.4697200000000001,False
0.188,0.8200000000000001,-0.4778400000000001,False
0.188,0.8300000000000001,-0.4859600000000001,False
0.188,0.84,-0.49408,False
0.188,0.85,-0.5022,False
0.188,0.86,-0.5103200000000001,False
0.188,0.87,-0.51844,False
0.188,0.88,-0.5265600000000001,False
0.188,0.89,-0.53468,False
0.188,0.9,-0.5428000000000002,False
0.188,0.91,-0.5509200000000001,False
0.188,0.92,-0.55904,False
0.188,0.93,-0.5671600000000001,False
0.188,0.9400000000000001,-0.57528,False
0.188,0.9500000000000001,-0.5834000000000001,False
0.188,0.96,-0.59152,False
0.188,0.97,-0.59964,False
0.188,0.98,-0.6077600000000001,False
0.188,0.99,-0.61588,False
0.188,1.0,-0.6240000000000001,False
0.188,1.01,-0.63212,False
0.188,1.02,-0.6402400000000001,False
0.188,1.03,-0.64836,False
0.188,1.04,-0.6564800000000002,False
0.188,1.05,-0.6646000000000001,False
0.188,1.06,-0.6727200000000002,False
0.188,1.07,-0.6808400000000001,False
0.188,1.08,-0.68896,False
0.188,1.09,-0.6970800000000001,False
0.188,1.1,-0.7052,False
0.188,1.11,-0.7133200000000002,False
0.188,1.12,-0.7214400000000001,False
0.188,1.1300000000000001,-0.7295600000000002,False
0.188,1.1400000000000001,-0.7376800000000001,False
0.188,1.1500000000000001,-0.7458000000000002,False
0.188,1.16,-0.7539199999999999,False
0.188,1.17,-0.76204,False
0.188,1.18,-0.77016,False
0.188,1.19,-0.7782800000000001,False
0.188,1.2,-0.7864,False
0.188,1.21,-0.7945200000000001,False
0.188,1.22,-0.80264,False
0.188,1.23,-0.8107600000000001,False
0.188,1.24,-0.81888,False
0.188,1.25,-0.8270000000000002,False
0.188,1.26,-0.8351200000000001,False
0.188,1.27,-0.8432400000000002,False
0.188,1.28,-0.8513600000000001,False
0.188,1.29,-0.8594800000000002,False
0.188,1.3,-0.8676000000000001,False
0.188,1.31,-0.8757200000000003,False
0.188,1.32,-0.8838400000000002,False
0.188,1.33,-0.8919600000000001,False
0.188,1.34,-0.9000800000000002,False
0.188,1.35,-0.9082000000000001,False
0.188,1.36,-0.9163200000000002,False
0.188,1.37,-0.9244400000000002,False
0.188,1.3800000000000001,-0.9325600000000003,False
0.188,1.3900000000000001,-0.9406800000000002,False
0.188,1.4000000000000001,-0.9488000000000003,False
0.188,1.41,-0.95692,False
0.188,1.42,-0.9650400000000001,False
0.188,1.43,-0.97316,False
0.188,1.44,-0.9812800000000002,False
0.188,1.45,-0.9894000000000001,False
0.188,1.46,-0.9975200000000002,False
0.188,1.47,-1.00564,False
0.188,1.48,-1.0137600000000002,False
0.188,1.49,-1.0218800000000001,False
0.188,1.5,-1.03,False
0.188,1.51,-1.0381200000000002,False
0.188,1.52,-1.04624,False
0.188,1.53,-1.0543600000000002,False
0.188,1.54,-1.06248,False
0.188,1.55,-1.0706000000000002,False
0.188,1.56,-1.0787200000000001,False
0.188,1.57,-1.0868400000000003,False
0.188,1.58,-1.0949600000000002,False
0.188,1.59,-1.1030800000000003,False
0.188,1.6,-1.1112000000000002,False
0.188,1.61,-1.1193200000000003,False
0.188,1.62,-1.1274400000000002,False
0.188,1.6300000000000001,-1.1355600000000003,False
0.188,1.6400000000000001,-1.1436800000000003,False
0.188,1.6500000000000001,-1.1518000000000002,False
0.188,1.6600000000000001,-1.1599200000000003,False
0.188,1.67,-1.1680400000000002,False
0.188,1.68,-1.17616,False
0.188,1.69,-1.18428,False
0.188,1.7,-1.1924000000000001,False
0.188,1.71,-1.20052,False
0.188,1.72,-1.2086400000000002,False
0.188,1.73,-1.21676,False
0.188,1.74,-1.2248800000000002,False
0.188,1.75,-1.233,False
0.188,1.76,-1.2411200000000002,False
0.188,1.77,-1.2492400000000001,False
0.188,1.78,-1.2573600000000003,False
0.188,1.79,-1.2654800000000002,False
0.188,1.8,-1.2736000000000003,False
0.188,1.81,-1.2817200000000002,False
0.188,1.82,-1.28984,False
0.188,1.83,-1.2979600000000002,False
0.188,1.84,-1.3060800000000001,False
0.188,1.85,-1.3142000000000003,False
0.188,1.86,-1.3223200000000002,False
0.188,1.87,-1.3304400000000003,False
0.188,1.8800000000000001,-1.3385600000000002,False
0.188,1.8900000000000001,-1.3466800000000003,False
0.188,1.9000000000000001,-1.3548000000000002,False
0.188,1.9100000000000001,-1.3629200000000004,False
0.188,1.92,-1.37104,False
0.188,1.93,-1.3791600000000002,False
0.188,1.94,-1.38728,False
0.188,1.95,-1.3954000000000002,False
0.188,1.96,-1.40352,False
0.188,1.97,-1.4116400000000002,False
0.188,1.98,-1.4197600000000001,False
0.188,1.99,-1.4278800000000003,False
0.188,2.0,-1.4360000000000002,False
0.19,0.0,0.19,True
0.19,0.01,0.1819,True
0.19,0.02,0.1738,True
0.19,0.03,0.16570000000000001,True
0.19,0.04,0.1576,True
0.19,0.05,0.1495,True
0.19,0.06,0.1414,True
0.19,0.07,0.1333,True
0.19,0.08,0.12519999999999998,True
0.19,0.09,0.1171,True
0.19,0.1,0.10899999999999999,True
0.19,0.11,0.10089999999999999,True
0.19,0.12,0.0928,True
0.19,0.13,0.0847,True
0.19,0.14,0.07659999999999999,True
0.19,0.15,0.0685,True
0.19,0.16,0.06039999999999998,True
0.19,0.17,0.052299999999999985,True
0.19,0.18,0.04419999999999999,True
0.19,0.19,0.03609999999999999,True
0.19,0.2,0.02799999999999997,True
0.19,0.21,0.0199,True
0.19,0.22,0.011799999999999977,True
0.19,0.23,0.003699999999999981,True
0.19,0.24,-0.004400000000000015,False
0.19,0.25,-0.012500000000000011,False
0.19,0.26,-0.020600000000000007,False
0.19,0.27,-0.02870000000000003,False
0.19,0.28,-0.03680000000000003,False
0.19,0.29,-0.044899999999999995,False
0.19,0.3,-0.05299999999999999,False
0.19,0.31,-0.06109999999999999,False
0.19,0.32,-0.06920000000000004,False
0.19,0.33,-0.07730000000000004,False
0.19,0.34,-0.08540000000000003,False
0.19,0.35000000000000003,-0.09350000000000003,False
0.19,0.36,-0.10160000000000002,False
0.19,0.37,-0.10970000000000002,False
0.19,0.38,-0.11780000000000002,False
0.19,0.39,-0.1259,False
0.19,0.4,-0.13400000000000006,False
0.19,0.41000000000000003,-0.14210000000000006,False
0.19,0.42,-0.1502,False
0.19,0.43,-0.1583,False
0.19,0.44,-0.16640000000000005,False
0.19,0.45,-0.17450000000000004,False
0.19,0.46,-0.18260000000000004,False
0.19,0.47000000000000003,-0.19070000000000004,False
0.19,0.48,-0.19880000000000003,False
0.19,0.49,-0.20690000000000003,False
0.19,0.5,-0.21500000000000002,False
0.19,0.51,-0.22310000000000002,False
0.19,0.52,-0.23120000000000002,False
0.19,0.53,-0.23930000000000007,False
0.19,0.54,-0.24740000000000006,False
0.19,0.55,-0.25550000000000006,False
0.19,0.56,-0.26360000000000006,False
0.19,0.5700000000000001,-0.27170000000000005,False
0.19,0.58,-0.2798,False
0.19,0.59,-0.2879,False
0.19,0.6,-0.296,False
0.19,0.61,-0.30410000000000004,False
0.19,0.62,-0.3122,False
0.19,0.63,-0.3203000000000001,False
0.19,0.64,-0.3284000000000001,False
0.19,0.65,-0.3365000000000001,False
0.19,0.66,-0.3446000000000001,False
0.19,0.67,-0.35270000000000007,False
0.19,0.68,-0.36080000000000007,False
0.19,0.6900000000000001,-0.36890000000000006,False
0.19,0.7000000000000001,-0.37700000000000006,False
0.19,0.71,-0.38510000000000005,False
0.19,0.72,-0.39320000000000005,False
0.19,0.73,-0.40130000000000005,False
0.19,0.74,-0.40940000000000004,False
0.19,0.75,-0.41750000000000004,False
0.19,0.76,-0.42560000000000003,False
0.19,0.77,-0.43370000000000003,False
0.19,0.78,-0.4418,False
0.19,0.79,-0.4499,False
0.19,0.8,-0.45800000000000013,False
0.19,0.81,-0.4661000000000001,False
0.19,0.8200000000000001,-0.4742000000000001,False
0.19,0.8300000000000001,-0.4823000000000001,False
0.19,0.84,-0.4904,False
0.19,0.85,-0.4985,False
0.19,0.86,-0.5065999999999999,False
0.19,0.87,-0.5146999999999999,False
0.19,0.88,-0.5228000000000002,False
0.19,0.89,-0.5309000000000001,False
0.19,0.9,-0.5390000000000001,False
0.19,0.91,-0.5471000000000001,False
0.19,0.92,-0.5552000000000001,False
0.19,0.93,-0.5633000000000001,False
0.19,0.9400000000000001,-0.5714000000000001,False
0.19,0.9500000000000001,-0.5795000000000001,False
0.19,0.96,-0.5876000000000001,False
0.19,0.97,-0.5957000000000001,False
0.19,0.98,-0.6038000000000001,False
0.19,0.99,-0.6119000000000001,False
0.19,1.0,-0.6200000000000001,False
0.19,1.01,-0.6281000000000001,False
0.19,1.02,-0.6362000000000001,False
0.19,1.03,-0.6443000000000001,False
0.19,1.04,-0.6524000000000001,False
0.19,1.05,-0.6605000000000001,False
0.19,1.06,-0.6686000000000001,False
0.19,1.07,-0.6767000000000001,False
0.19,1.08,-0.6848000000000001,False
0.19,1.09,-0.6929000000000001,False
0.19,1.1,-0.7010000000000001,False
0.19,1.11,-0.7091000000000001,False
0.19,1.12,-0.7172000000000001,False
0.19,1.1300000000000001,-0.7253000000000001,False
0.19,1.1400000000000001,-0.7334,False
0.19,1.1500000000000001,-0.7415000000000003,False
0.19,1.16,-0.7496,False
0.19,1.17,-0.7577,False
0.19,1.18,-0.7658,False
0.19,1.19,-0.7739,False
0.19,1.2,-0.782,False
0.19,1.21,-0.7901,False
0.19,1.22,-0.7982,False
0.19,1.23,-0.8063,False
0.19,1.24,-0.8144,False
0.19,1.25,-0.8225000000000002,False
0.19,1.26,-0.8306000000000002,False
0.19,1.27,-0.8387000000000002,False
0.19,1.28,-0.8468000000000002,False
0.19,1.29,-0.8549000000000002,False
0.19,1.3,-0.8630000000000002,False
0.19,1.31,-0.8711000000000002,False
0.19,1.32,-0.8792000000000002,False
0.19,1.33,-0.8873000000000002,False
0.19,1.34,-0.8954000000000002,False
0.19,1.35,-0.9035000000000002,False
0.19,1.36,-0.9116000000000002,False
0.19,1.37,-0.9197000000000002,False
0.19,1.3800000000000001,-0.9278000000000002,False
0.19,1.3900000000000001,-0.9359000000000002,False
0.19,1.4000000000000001,-0.9440000000000002,False
0.19,1.41,-0.9521000000000002,False
0.19,1.42,-0.9602000000000002,False
0.19,1.43,-0.9683000000000002,False
0.19,1.44,-0.9764000000000002,False
0.19,1.45,-0.9845000000000002,False
0.19,1.46,-0.9926000000000001,False
0.19,1.47,-1.0007000000000001,False
0.19,1.48,-1.0088000000000001,False
0.19,1.49,-1.0169000000000001,False
0.19,1.5,-1.0250000000000001,False
0.19,1.51,-1.0331000000000001,False
0.19,1.52,-1.0412000000000001,False
0.19,1.53,-1.0493000000000001,False
0.19,1.54,-1.0574000000000001,False
0.19,1.55,-1.0655000000000001,False
0.19,1.56,-1.0736,False
0.19,1.57,-1.0817,False
0.19,1.58,-1.0898,False
0.19,1.59,-1.0979,False
0.19,1.6,-1.1060000000000003,False
0.19,1.61,-1.1141000000000003,False
0.19,1.62,-1.1222000000000003,False
0.19,1.6300000000000001,-1.1303000000000003,False
0.19,1.6400000000000001,-1.1384000000000003,False
0.19,1.6500000000000001,-1.1465000000000003,False
0.19,1.6600000000000001,-1.1546000000000003,False
0.19,1.67,-1.1627,False
0.19,1.68,-1.1708,False
0.19,1.69,-1.1789,False
0.19,1.7,-1.187,False
0.19,1.71,-1.1951,False
0.19,1.72,-1.2032,False
0.19,1.73,-1.2113,False
0.19,1.74,-1.2194,False
0.19,1.75,-1.2275,False
0.19,1.76,-1.2356000000000003,False
0.19,1.77,-1.2437000000000002,False
0.19,1.78,-1.2518000000000002,False
0.19,1.79,-1.2599000000000002,False
0.19,1.8,-1.2680000000000002,False
0.19,1.81,-1.2761000000000002,False
0.19,1.82,-1.2842000000000002,False
0.19,1.83,-1.2923000000000002,False
0.19,1.84,-1.3004000000000002,False
0.19,1.85,-1.3085000000000002,False
0.19,1.86,-1.3166000000000002,False
0.19,1.87,-1.3247000000000002,False
0.19,1.8800000000000001,-1.3328000000000002,False
0.19,1.8900000000000001,-1.3409000000000002,False
0.19,1.9000000000000001,-1.3490000000000002,False
0.19,1.9100000000000001,-1.3571000000000002,False
0.19,1.92,-1.3652000000000002,False
0.19,1.93,-1.3733000000000002,False
0.19,1.94,-1.3814000000000002,False
0.19,1.95,-1.3895000000000002,False
0.19,1.96,-1.3976000000000002,False
0.19,1.97,-1.4057000000000002,False
0.19,1.98,-1.4138000000000002,False
0.19,1.99,-1.4219000000000002,False
0.19,2.0,-1.4300000000000002,False
0.192,0.0,0.192,True
0.192,0.01,0.18392,True
0.192,0.02,0.17584,True
0.192,0.03,0.16776,True
0.192,0.04,0.15968,True
0.192,0.05,0.1516,True
0.192,0.06,0.14352,True
0.192,0.07,0.13544,True
0.192,0.08,0.12736,True
0.192,0.09,0.11928,True
0.192,0.1,0.1112,True
0.192,0.11,0.10312,True
0.192,0.12,0.09504,True
0.192,0.13,0.08696,True
0.192,0.14,0.07887999999999999,True
0.192,0.15,0.0708,True
0.192,0.16,0.06272,True
0.192,0.17,0.054639999999999994,True
0.192,0.18,0.04655999999999999,True
0.192,0.19,0.038479999999999986,True
0.192,0.2,0.030399999999999983,True
0.192,0.21,0.022320000000000007,True
0.192,0.22,0.014240000000000003,True
0.192,0.23,0.006159999999999971,True
0.192,0.24,-0.001920000000000005,False
0.192,0.25,-0.010000000000000009,False
0.192,0.26,-0.018080000000000013,False
0.192,0.27,-0.026160000000000017,False
0.192,0.28,-0.03424000000000002,False
0.192,0.29,-0.042319999999999997,False
0.192,0.3,-0.0504,False
0.192,0.31,-0.05848000000000003,False
0.192,0.32,-0.06656000000000001,False
0.192,0.33,-0.07464000000000004,False
0.192,0.34,-0.08272000000000002,False
0.192,0.35000000000000003,-0.09080000000000005,False
0.192,0.36,-0.09888000000000002,False
0.192,0.37,-0.10696,False
0.192,0.38,-0.11504000000000003,False
0.192,0.39,-0.12312000000000001,False
0.192,0.4,-0.13120000000000004,False
0.192,0.41000000000000003,-0.13928000000000001,False
0.192,0.42,-0.14736,False
0.192,0.43,-0.15544000000000002,False
0.192,0.44,-0.16352,False
0.192,0.45,-0.17160000000000003,False
0.192,0.46,-0.17968000000000006,False
0.192,0.47000000000000003,-0.18776000000000004,False
0.192,0.48,-0.19584000000000001,False
0.192,0.49,-0.20392,False
0.192,0.5,-0.21200000000000002,False
0.192,0.51,-0.22008000000000005,False
0.192,0.52,-0.22816000000000003,False
0.192,0.53,-0.23624000000000006,False
0.192,0.54,-0.24432000000000004,False
0.192,0.55,-0.25240000000000007,False
0.192,0.56,-0.26048000000000004,False
0.192,0.5700000000000001,-0.2685600000000001,False
0.192,0.58,-0.27664,False
0.192,0.59,-0.28472000000000003,False
0.192,0.6,-0.2928,False
0.192,0.61,-0.30088000000000004,False
0.192,0.62,-0.30896000000000007,False
0.192,0.63,-0.31704000000000004,False
0.192,0.64,-0.32512,False
0.192,0.65,-0.3332,False
0.192,0.66,-0.3412800000000001,False
0.192,0.67,-0.34936000000000006,False
0.192,0.68,-0.35744000000000004,False
0.192,0.6900000000000001,-0.3655200000000001,False
0.192,0.7000000000000001,-0.3736000000000001,False
0.192,0.71,-0.38167999999999996,False
0.192,0.72,-0.38976000000000005,False
0.192,0.73,-0.39784,False
0.192,0.74,-0.40592,False
0.192,0.75,-0.4140000000000001,False
0.192,0.76,-0.42208000000000007,False
0.192,0.77,-0.43016000000000004,False
0.192,0.78,-0.43824,False
0.192,0.79,-0.4463200000000001,False
0.192,0.8,-0.4544000000000001,False
0.192,0.81,-0.46248000000000006,False
0.192,0.8200000000000001,-0.47056000000000003,False
0.192,0.8300000000000001,-0.4786400000000001,False
0.192,0.84,-0.48672,False
0.192,0.85,-0.4948000000000001,False
0.192,0.86,-0.50288,False
0.192,0.87,-0.5109600000000001,False
0.192,0.88,-0.51904,False
0.192,0.89,-0.52712,False
0.192,0.9,-0.5352000000000001,False
0.192,0.91,-0.54328,False
0.192,0.92,-0.5513600000000001,False
0.192,0.93,-0.5594400000000002,False
0.192,0.9400000000000001,-0.56752,False
0.192,0.9500000000000001,-0.5756000000000001,False
0.192,0.96,-0.58368,False
0.192,0.97,-0.5917600000000001,False
0.192,0.98,-0.5998399999999999,False
0.192,0.99,-0.60792,False
0.192,1.0,-0.6160000000000001,False
0.192,1.01,-0.62408,False
0.192,1.02,-0.63216,False
0.192,1.03,-0.6402400000000001,False
0.192,1.04,-0.64832,False
0.192,1.05,-0.6564000000000001,False
0.192,1.06,-0.6644800000000002,False
0.192,1.07,-0.67256,False
0.192,1.08,-0.6806400000000001,False
0.192,1.09,-0.6887200000000002,False
0.192,1.1,-0.6968000000000001,False
0.192,1.11,-0.7048800000000002,False
0.192,1.12,-0.71296,False
0.192,1.1300000000000001,-0.7210400000000001,False
0.192,1.1400000000000001,-0.7291200000000002,False
0.192,1.1500000000000001,-0.7372000000000001,False
0.192,1.16,-0.7452799999999999,False
0.192,1.17,-0.75336,False
0.192,1.18,-0.7614400000000001,False
0.192,1.19,-0.76952,False
0.192,1.2,-0.7776000000000001,False
0.192,1.21,-0.7856799999999999,False
0.192,1.22,-0.79376,False
0.192,1.23,-0.8018400000000001,False
0.192,1.24,-0.8099200000000002,False
0.192,1.25,-0.8180000000000001,False
0.192,1.26,-0.8260800000000001,False
0.192,1.27,-0.8341600000000002,False
0.192,1.28,-0.8422400000000001,False
0.192,1.29,-0.8503200000000002,False
0.192,1.3,-0.8584,False
0.192,1.31,-0.8664800000000001,False
0.192,1.32,-0.8745600000000002,False
0.192,1.33,-0.8826400000000001,False
0.192,1.34,-0.8907200000000002,False
0.192,1.35,-0.8988000000000003,False
0.192,1.36,-0.9068800000000001,False
0.192,1.37,-0.9149600000000002,False
0.192,1.3800000000000001,-0.9230400000000003,False
0.192,1.3900000000000001,-0.9311200000000002,False
0.192,1.4000000000000001,-0.9392000000000003,False
0.192,1.41,-0.9472800000000001,False
0.192,1.42,-0.95536,False
0.192,1.43,-0.9634400000000001,False
0.192,1.44,-0.9715200000000002,False
0.192,1.45,-0.9796,False
0.192,1.46,-0.9876800000000001,False
0.192,1.47,-0.9957600000000002,False
0.192,1.48,-1.00384,False
0.192,1.49,-1.0119200000000002,False
0.192,1.5,-1.0200000000000002,False
0.192,1.51,-1.02808,False
0.192,1.52,-1.0361600000000002,False
0.192,1.53,-1.04424,False
0.192,1.54,-1.0523200000000001,False
0.192,1.55,-1.0604000000000002,False
0.192,1.56,-1.06848,False
0.192,1.57,-1.0765600000000002,False
0.192,1.58,-1.0846400000000003,False
0.192,1.59,-1.0927200000000001,False
0.192,1.6,-1.1008000000000002,False
0.192,1.61,-1.1088800000000003,False
0.192,1.62,-1.1169600000000002,False
0.192,1.6300000000000001,-1.1250400000000003,False
