p,scheme,code_name,n,k,d,redundancy_r,q_L,P_corr,P_global_opt,P_group,P_fallback,P_success,C_total,eta,baseline_type
0.008,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.0006298213089279692,0.999370178691072,0.6947920446914665,0.9942847833185422,0.5,0.9939734722293293,12.4,0.08015915098623623,group_QEC
0.008,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.001308587336650513,0.9986914126633495,0.6947920446914665,0.9942847833185422,0.5,0.9936379685103925,16.2,0.06133567706854275,group_QEC
0.008,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.002219515882576517,0.9977804841174235,0.6947920446914665,0.9942847833185422,0.5,0.9931877103914508,20.0,0.04965938551957254,group_QEC
0.008,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,8.051459211388945e-05,0.9999194854078861,0.6947920446914665,0.9942847833185422,0.5,0.9942449861808252,23.799999999999997,0.04177499941936241,group_QEC
0.01,global_noQEC,global_noQEC,1,1,1,1.0,0.01,0.99,0.6947920446914665,0.9942847833185422,0.5,0.6918441242445518,1.9,0.36412848644450097,global_noQEC
0.01,group_noQEC,group_noQEC,1,1,1,1.0,0.01,0.99,0.6947920446914665,0.9942847833185422,0.5,0.9893419354853568,2.9,0.34115239154667476,group_noQEC
0.01,rep3_toy,rep3_toy,3,1,1,3.0,0.00029800000000000003,0.999702,0.6947920446914665,0.9942847833185422,0.5,0.9941374864531132,8.6,0.11559738214571084,group_QEC
0.01,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.0009801496000001464,0.9990198503999999,0.6947920446914665,0.9942847833185422,0.5,0.9938003102858863,12.4,0.08014518631337793,group_QEC
0.01,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.002031041634940056,0.9979689583650599,0.6947920446914665,0.9942847833185422,0.5,0.993280870344105,16.2,0.061313633971858336,group_QEC
0.01,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.0034357300178463612,0.9965642699821536,0.6947920446914665,0.9942847833185422,0.5,0.9925865542511301,20.0,0.0496293277125565,group_QEC
0.01,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.00015537262915510386,0.9998446273708449,0.6947920446914665,0.9942847833185422,0.5,0.9942079849922065,23.799999999999997,0.041773444747571706,group_QEC
0.012,global_noQEC,global_noQEC,1,1,1,1.0,0.012,0.988,0.6947920446914665,0.9942847833185422,0.5,0.691254540155169,1.9,0.3638181790290363,global_noQEC
0.012,group_noQEC,group_noQEC,1,1,1,1.0,0.012,0.988,0.6947920446914665,0.9942847833185422,0.5,0.9883533659187197,2.9,0.3408115054892137,group_noQEC
0.012,rep3_toy,rep3_toy,3,1,1,3.0,0.000428544,0.999571456,0.6947920446914665,0.9942847833185422,0.5,0.9940729605403598,8.6,0.11558987913259998,group_QEC
0.012,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.0014057500446721383,0.9985942499553279,0.6947920446914665,0.9942847833185422,0.5,0.9935899424623114,12.4,0.08012822116631543,group_QEC
0.012,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.0029051964824065024,0.9970948035175935,0.6947920446914665,0.9942847833185422,0.5,0.9928487889047382,16.2,0.06128696227807026,group_QEC
0.012,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.0049014100430727625,0.9950985899569272,0.6947920446914665,0.9942847833185422,0.5,0.9918620909174467,20.0,0.04959310454587233,group_QEC
0.012,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.00026526750294353363,0.9997347324970565,0.6947920446914665,0.9942847833185422,0.5,0.9941536656283283,23.799999999999997,0.04177116242135834,group_QEC
0.014,global_noQEC,global_noQEC,1,1,1,1.0,0.014,0.986,0.6947920446914665,0.9942847833185422,0.5,0.690664956065786,1.9,0.3635078716135716,global_noQEC
0.014,group_noQEC,group_noQEC,1,1,1,1.0,0.014,0.986,0.6947920446914665,0.9942847833185422,0.5,0.9873647963520826,2.9,0.34047061943175266,group_noQEC
0.014,rep3_toy,rep3_toy,3,1,1,3.0,0.0005825120000000001,0.999417488,0.6947920446914665,0.9942847833185422,0.5,0.9939968565008417,8.6,0.11558102982567928,group_QEC
0.014,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.001905694088704113,0.9980943059112959,0.6947920446914665,0.9942847833185422,0.5,0.9933428277288356,12.4,0.08010829255877706,group_QEC
0.014,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.003927908765685384,0.9960720912343146,0.6947920446914665,0.9942847833185422,0.5,0.9923432777854004,16.2,0.061255757887987684,group_QEC
0.014,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.006609261324432736,0.9933907386755673,0.6947920446914665,0.9942847833185422,0.5,0.9910179260168994,20.0,0.04955089630084497,group_QEC
0.014,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.00041618473838678227,0.9995838152616132,0.6947920446914665,0.9942847833185422,0.5,0.9940790695353082,23.799999999999997,0.04176802813173564,group_QEC
0.016,global_noQEC,global_noQEC,1,1,1,1.0,0.016,0.984,0.6947920446914665,0.9942847833185422,0.5,0.690075371976403,1.9,0.36319756419810684,global_noQEC
0.016,group_noQEC,group_noQEC,1,1,1,1.0,0.016,0.984,0.6947920446914665,0.9942847833185422,0.5,0.9863762267854456,2.9,0.3401297333742916,group_noQEC
0.016,rep3_toy,rep3_toy,3,1,1,3.0,0.000759808,0.999240192,0.6947920446914665,0.9942847833185422,0.5,0.9939092217858985,8.6,0.11557083974254634,group_QEC
0.016,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.0024790588456959917,0.997520941154304,0.6947920446914665,0.9942847833185422,0.5,0.9930594222541634,12.4,0.08008543727856157,group_QEC
0.016,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.005096073785207933,0.9949039262147921,0.6947920446914665,0.9942847833185422,0.5,0.9917658715918454,16.2,0.06122011553036083,group_QEC
0.016,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.008552123114414889,0.9914478768855851,0.6947920446914665,0.9942847833185422,0.5,0.99005759899802,20.0,0.049502879949901005,group_QEC
0.016,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.0006137898159129795,0.999386210184087,0.6947920446914665,0.9942847833185422,0.5,0.9939813963523805,23.799999999999997,0.04176392421648658,group_QEC
0.018000000000000002,global_noQEC,global_noQEC,1,1,1,1.0,0.018000000000000002,0.982,0.6947920446914665,0.9942847833185422,0.5,0.6894857878870201,1.9,0.36288725678264216,global_noQEC
0.018000000000000002,group_noQEC,group_noQEC,1,1,1,1.0,0.018000000000000002,0.982,0.6947920446914665,0.9942847833185422,0.5,0.9853876572188084,2.9,0.3397888473168305,group_noQEC
0.018000000000000002,rep3_toy,rep3_toy,3,1,1,3.0,0.0009603360000000002,0.999039664,0.6947920446914665,0.9942847833185422,0.5,0.9938101038468692,8.6,0.11555931440079875,group_QEC
0.018000000000000002,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.0031249270817280683,0.9968750729182719,0.6947920446914665,0.9942847833185422,0.5,0.9927401794130639,12.4,0.08005969188815032,group_QEC
0.018000000000000002,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.00640662494304256,0.9935933750569574,0.6947920446914665,0.9942847833185422,0.5,0.9911180860967672,16.2,0.061180128771405384,group_QEC
0.018000000000000002,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.010722966739315387,0.9892770332606846,0.6947920446914665,0.9942847833185422,0.5,0.9889845840272677,20.0,0.04944922920136339,group_QEC
0.018000000000000002,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.0008634374986303817,0.9991365625013696,0.6947920446914665,0.9942847833185422,0.5,0.9938579993016226,23.799999999999997,0.04175873946645473,group_QEC
0.02,global_noQEC,global_noQEC,1,1,1,1.0,0.02,0.98,0.6947920446914665,0.9942847833185422,0.5,0.6888962037976372,1.9,0.3625769493671775,global_noQEC
0.02,group_noQEC,group_noQEC,1,1,1,1.0,0.02,0.98,0.6947920446914665,0.9942847833185422,0.5,0.9843990876521713,2.9,0.33944796125936944,group_noQEC
0.02,rep3_toy,rep3_toy,3,1,1,3.0,0.0011840000000000002,0.998816,0.6947920446914665,0.9942847833185422,0.5,0.9936995501350931,8.6,0.11554645931803409,group_QEC
0.02,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.0038423872000000747,0.9961576127999999,0.6947920446914665,0.9942847833185422,0.5,0.9923855497939642,12.4,0.08003109272531969,group_QEC
0.02,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.007856533432320068,0.9921434665676799,0.6947920446914665,0.9942847833185422,0.5,0.990401418393313,16.2,0.061135890024278584,group_QEC
0.02,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.013114893805128869,0.9868851061948711,0.6947920446914665,0.9942847833185422,0.5,0.9878022908758284,20.0,0.04939011454379142,group_QEC
0.02,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.0011701809680806363,0.9988298190319194,0.6947920446914665,0.9942847833185422,0.5,0.993706380672291,23.799999999999997,0.04175236893581055,group_QEC
0.022,global_noQEC,global_noQEC,1,1,1,1.0,0.022,0.978,0.6947920446914665,0.9942847833185422,0.5,0.6883066197082542,1.9,0.36226664195171276,global_noQEC
0.022,group_noQEC,group_noQEC,1,1,1,1.0,0.022,0.978,0.6947920446914665,0.9942847833185422,0.5,0.9834105180855343,2.9,0.33910707520190836,group_noQEC
0.022,rep3_toy,rep3_toy,3,1,1,3.0,0.0014307039999999997,0.998569296,0.6947920446914665,0.9942847833185422,0.5,0.9935776081019092,8.6,0.11553228001184991,group_QEC
0.022,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.004630533225472133,0.9953694667745279,0.6947920446914665,0.9942847833185422,0.5,0.9919959812065404,12.4,0.07999967590375326,group_QEC
0.022,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.009442807928242702,0.9905571920717573,0.6947920446914665,0.9942847833185422,0.5,0.9896173470478121,16.2,0.06108749055850692,group_QEC
0.022,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.01572113442169809,0.9842788655783019,0.6947920446914665,0.9942847833185422,0.5,0.9865140657973915,20.0,0.04932570328986958,group_QEC
0.022,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.0015387807715231405,0.9984612192284769,0.6947920446914665,0.9942847833185422,0.5,0.9935241873983152,23.799999999999997,0.04174471375623173,group_QEC
0.024,global_noQEC,global_noQEC,1,1,1,1.0,0.024,0.976,0.6947920446914665,0.9942847833185422,0.5,0.6877170356188713,1.9,0.3619563345362481,global_noQEC
0.024,group_noQEC,group_noQEC,1,1,1,1.0,0.024,0.976,0.6947920446914665,0.9942847833185422,0.5,0.9824219485188972,2.9,0.33876618914444734,group_noQEC
0.024,rep3_toy,rep3_toy,3,1,1,3.0,0.0017003519999999998,0.998299648,0.6947920446914665,0.9942847833185422,0.5,0.9934443251986569,8.6,0.11551678199984383,group_QEC
0.024,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.005488464789504044,0.994511535210496,0.6947920446914665,0.9942847833185422,0.5,0.9915719186893108,12.4,0.0799654773136541,group_QEC
0.024,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.01116249428066951,0.9888375057193305,0.6947920446914665,0.9942847833185422,0.5,0.988767332251727,16.2,0.061035020509365864,group_QEC
0.024,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.01853504544498985,0.9814649545550101,0.6947920446914665,0.9942847833185422,0.5,0.9851231923969661,20.0,0.049256159619848305,group_QEC
0.024,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.0019737135836449538,0.998026286416355,0.6947920446914665,0.9942847833185422,0.5,0.9933092067275173,23.799999999999997,0.04173568095493771,group_QEC
0.026000000000000002,global_noQEC,global_noQEC,1,1,1,1.0,0.026000000000000002,0.974,0.6947920446914665,0.9942847833185422,0.5,0.6871274515294883,1.9,0.3616460271207833,global_noQEC
0.026000000000000002,group_noQEC,group_noQEC,1,1,1,1.0,0.026000000000000002,0.974,0.6947920446914665,0.9942847833185422,0.5,0.9814333789522601,2.9,0.33842530308698626,group_noQEC
0.026000000000000002,rep3_toy,rep3_toy,3,1,1,3.0,0.001992848,0.998007152,0.6947920446914665,0.9942847833185422,0.5,0.9932997488766754,8.6,0.11549997079961342,group_QEC
0.026000000000000002,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.0064152871144961265,0.9935847128855039,0.6947920446914665,0.9942847833185422,0.5,0.9911138045172272,12.4,0.07992853262235702,group_QEC
0.026000000000000002,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.013012675208277535,0.9869873247917225,0.6947920446914665,0.9942847833185422,0.5,0.9878528159728241,16.2,0.06097856888721137,group_QEC
0.026000000000000002,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.021550108737363738,0.9784498912626363,0.6947920446914665,0.9942847833185422,0.5,0.9836328924908033,20.0,0.049181644624540166,group_QEC
0.026000000000000002,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.002479180785567414,0.9975208192144326,0.6947920446914665,0.9942847833185422,0.5,0.9930593619811405,23.799999999999997,0.041725183276518515,group_QEC
0.028,global_noQEC,global_noQEC,1,1,1,1.0,0.028,0.972,0.6947920446914665,0.9942847833185422,0.5,0.6865378674401054,1.9,0.36133571970531864,global_noQEC
0.028,group_noQEC,group_noQEC,1,1,1,1.0,0.028,0.972,0.6947920446914665,0.9942847833185422,0.5,0.980444809385623,2.9,0.3380844170295252,group_noQEC
0.028,rep3_toy,rep3_toy,3,1,1,3.0,0.0023080960000000004,0.997691904,0.6947920446914665,0.9942847833185422,0.5,0.9931439265873039,8.6,0.11548185192875628,group_QEC
0.028,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.007410110998528063,0.9925898890014719,0.6947920446914665,0.9942847833185422,0.5,0.9906220782092684,12.4,0.079888877274941,group_QEC
0.028,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.014990469994291211,0.9850095300057088,0.6947920446914665,0.9942847833185422,0.5,0.9868752221055708,16.2,0.06091822358676363,group_QEC
0.028,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.02475992944570027,0.9752400705542997,0.6947920446914665,0.9942847833185422,0.5,0.9820463269574919,20.0,0.0491023163478746,group_QEC
0.028,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.003059116863977973,0.996940883136022,0.6947920446914665,0.9942847833185422,0.5,0.9927727084022847,23.799999999999997,0.041713139008499364,group_QEC
0.03,global_noQEC,global_noQEC,1,1,1,1.0,0.03,0.97,0.6947920446914665,0.9942847833185422,0.5,0.6859482833507224,1.9,0.3610254122898539,global_noQEC
0.03,group_noQEC,group_noQEC,1,1,1,1.0,0.03,0.97,0.6947920446914665,0.9942847833185422,0.5,0.9794562398189859,2.9,0.3377435309720641,group_noQEC
0.03,rep3_toy,rep3_toy,3,1,1,3.0,0.0026460000000000003,0.997354,0.6947920446914665,0.9942847833185422,0.5,0.9929769057818814,8.6,0.11546243090486993,group_QEC
0.03,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.008472052800000074,0.9915279471999999,0.6947920446914665,0.9942847833185422,0.5,0.9900971765360309,12.4,0.0798465464948412,group_QEC
0.03,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.017093034183780276,0.9829069658162197,0.6947920446914665,0.9942847833185422,0.5,0.985835956620756,16.2,0.06085407139634296,group_QEC
0.03,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.028158234297257057,0.9718417657027429,0.6947920446914665,0.9942847833185422,0.5,0.9803665965802898,20.0,0.04901832982901449,group_QEC
0.03,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.0037171976331926704,0.9962828023668073,0.6947920446914665,0.9942847833185422,0.5,0.9924474290918673,23.799999999999997,0.041699471810582665,group_QEC
0.032,global_noQEC,global_noQEC,1,1,1,1.0,0.032,0.968,0.6947920446914665,0.9942847833185422,0.5,0.6853586992613396,1.9,0.3607151048743893,global_noQEC
0.032,group_noQEC,group_noQEC,1,1,1,1.0,0.032,0.968,0.6947920446914665,0.9942847833185422,0.5,0.9784676702523488,2.9,0.33740264491460303,group_noQEC
0.032,rep3_toy,rep3_toy,3,1,1,3.0,0.003006464,0.996993536,0.6947920446914665,0.9942847833185422,0.5,0.9927987339117472,8.6,0.11544171324555201,group_QEC
0.032,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.009600234422272091,0.9903997655777279,0.6947920446914665,0.9942847833185422,0.5,0.9895395335273223,12.4,0.07980157528446147,group_QEC
0.032,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.01931755928251766,0.9806824407174823,0.6947920446914665,0.9942847833185422,0.5,0.9847364077143399,16.2,0.06078619800705802,group_QEC
0.032,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.03173886991312258,0.9682611300868774,0.6947920446914665,0.9942847833185422,0.5,0.9785967428807589,20.0,0.048929837144037945,group_QEC
0.032,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.004456848282914261,0.9955431517170857,0.6947920446914665,0.9942847833185422,0.5,0.9920818310307382,23.799999999999997,0.04168411054751001,group_QEC
0.034,global_noQEC,global_noQEC,1,1,1,1.0,0.034,0.966,0.6947920446914665,0.9942847833185422,0.5,0.6847691151719566,1.9,0.36040479745892456,global_noQEC
0.034,group_noQEC,group_noQEC,1,1,1,1.0,0.034,0.966,0.6947920446914665,0.9942847833185422,0.5,0.9774791006857118,2.9,0.337061758857142,group_noQEC
0.034,rep3_toy,rep3_toy,3,1,1,3.0,0.0033893920000000006,0.996610608,0.6947920446914665,0.9942847833185422,0.5,0.9926094584282406,8.6,0.11541970446840007,group_QEC
0.034,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.01079378329830405,0.989206216701696,0.6947920446914665,0.9942847833185422,0.5,0.9889495804797527,12.4,0.07975399842578651,group_QEC
0.034,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.021661272457398573,0.9783387275426014,0.6947920446914665,0.9942847833185422,0.5,0.983577945955533,16.2,0.06071468802194649,group_QEC
0.034,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.03549580113913464,0.9645041988608654,0.6947920446914665,0.9942847833185422,0.5,0.9767397489437669,20.0,0.04883698744718835,group_QEC
0.034,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.005281251254423469,0.9947187487455765,0.6947920446914665,0.9942847833185422,0.5,0.9916743411865987,23.799999999999997,0.041666989125487344,group_QEC
0.036000000000000004,global_noQEC,global_noQEC,1,1,1,1.0,0.036000000000000004,0.964,0.6947920446914665,0.9942847833185422,0.5,0.6841795310825737,1.9,0.36009449004345984,global_noQEC
0.036000000000000004,group_noQEC,group_noQEC,1,1,1,1.0,0.036000000000000004,0.964,0.6947920446914665,0.9942847833185422,0.5,0.9764905311190747,2.9,0.33672087279968094,group_noQEC
0.036000000000000004,rep3_toy,rep3_toy,3,1,1,3.0,0.0037946880000000005,0.996205312,0.6947920446914665,0.9942847833185422,0.5,0.9924091267827007,8.6,0.1153964100910117,group_QEC
0.036000000000000004,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.012051832375296168,0.9879481676247038,0.6947920446914665,0.9942847833185422,0.5,0.9883277459643276,12.4,0.07970385048099415,group_QEC
0.036000000000000004,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.024121436238413008,0.975878563761587,0.6947920446914665,0.9942847833185422,0.5,0.9823619244341062,16.2,0.060639624965068285,group_QEC
0.036000000000000004,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.0394231093941354,0.9605768906058646,0.6947920446914665,0.9942847833185422,0.5,0.9747985402339188,20.0,0.04873992701169594,group_QEC
0.036000000000000004,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.006193353947906877,0.9938066460520931,0.6947920446914665,0.9942847833185422,0.5,0.991223502704386,23.799999999999997,0.041648046332117064,group_QEC
0.038,global_noQEC,global_noQEC,1,1,1,1.0,0.038,0.962,0.6947920446914665,0.9942847833185422,0.5,0.6835899469931908,1.9,0.35978418262799516,global_noQEC
0.038,group_noQEC,group_noQEC,1,1,1,1.0,0.038,0.962,0.6947920446914665,0.9942847833185422,0.5,0.9755019615524376,2.9,0.33637998674221986,group_noQEC
0.038,rep3_toy,rep3_toy,3,1,1,3.0,0.004222256,0.995777744,0.6947920446914665,0.9942847833185422,0.5,0.9921977864264667,8.6,0.1153718356309845,group_QEC
0.038,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.013373520099328129,0.9866264799006719,0.6947920446914665,0.9942847833185422,0.5,0.9876744558340397,12.4,0.07965116579306772,group_QEC
0.038,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.026695348222168125,0.9733046517778319,0.6947920446914665,0.9942847833185422,0.5,0.9810896789069348,16.2,0.06056109129055153,group_QEC
0.038,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.04351499103543288,0.9564850089645671,0.6947920446914665,0.9942847833185422,0.5,0.972775985403485,20.0,0.04863879927017425,group_QEC
0.038,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.007195876263593637,0.9928041237364064,0.6947920446914665,0.9942847833185422,0.5,0.9907279711788048,23.799999999999997,0.04162722567978172,group_QEC
0.04,global_noQEC,global_noQEC,1,1,1,1.0,0.04,0.96,0.6947920446914665,0.9942847833185422,0.5,0.6830003629038078,1.9,0.35947387521253044,global_noQEC
0.04,group_noQEC,group_noQEC,1,1,1,1.0,0.04,0.96,0.6947920446914665,0.9942847833185422,0.5,0.9745133919858004,2.9,0.3360391006847588,group_noQEC
0.04,rep3_toy,rep3_toy,3,1,1,3.0,0.004672,0.995328,0.6947920446914665,0.9942847833185422,0.5,0.9919754848108779,8.6,0.11534598660591605,group_QEC
0.04,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.014757990400000143,0.9852420095999999,0.6947920446914665,0.9942847833185422,0.5,0.986990133231461,12.4,0.07959597848640815,group_QEC
0.04,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.029380340776960168,0.9706196592230398,0.6947920446914665,0.9942847833185422,0.5,0.9797625279437775,16.2,0.060479168391591204,group_QEC
0.04,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.04776575574134001,0.95223424425866,0.6947920446914665,0.9942847833185422,0.5,0.9706748970918876,20.0,0.04853374485459438,group_QEC
0.04,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.00829131797934457,0.9917086820206554,0.6947920446914665,0.9942847833185422,0.5,0.9901865110076968,23.799999999999997,0.04160447525242424,group_QEC
0.042,global_noQEC,global_noQEC,1,1,1,1.0,0.042,0.958,0.6947920446914665,0.9942847833185422,0.5,0.6824107788144249,1.9,0.35916356779706576,global_noQEC
0.042,group_noQEC,group_noQEC,1,1,1,1.0,0.042,0.958,0.6947920446914665,0.9942847833185422,0.5,0.9735248224191634,2.9,0.3356982146272977,group_noQEC
0.042,rep3_toy,rep3_toy,3,1,1,3.0,0.005143824000000001,0.994856176,0.6947920446914665,0.9942847833185422,0.5,0.9917422693872735,8.6,0.1153188685334039,group_QEC
0.042,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.016204392675072232,0.9837956073249278,0.6947920446914665,0.9942847833185422,0.5,0.9862751985963356,12.4,0.07953832246744642,group_QEC
0.042,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.03217378074938726,0.9678262192506127,0.6947920446914665,0.9942847833185422,0.5,0.978381773072293,16.2,0.0603939366094008,group_QEC
0.042,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.05216982491066258,0.9478301750893374,0.6947920446914665,0.9942847833185422,0.5,0.968498032716809,20.0,0.04842490163584045,group_QEC
0.042,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.009481965967299999,0.9905180340327,0.6947920446914665,0.9942847833185422,0.5,0.9895979918249616,23.799999999999997,0.041579747555670656,group_QEC
0.044,global_noQEC,global_noQEC,1,1,1,1.0,0.044,0.956,0.6947920446914665,0.9942847833185422,0.5,0.6818211947250419,1.9,0.358853260381601,global_noQEC
0.044,group_noQEC,group_noQEC,1,1,1,1.0,0.044,0.956,0.6947920446914665,0.9942847833185422,0.5,0.9725362528525263,2.9,0.3353573285698367,group_noQEC
0.044,rep3_toy,rep3_toy,3,1,1,3.0,0.005637631999999999,0.994362368,0.6947920446914665,0.9942847833185422,0.5,0.9914981876069925,8.6,0.11529048693104564,group_QEC
0.044,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.017711881775104188,0.9822881182248958,0.6947920446914665,0.9942847833185422,0.5,0.9855300696731712,12.4,0.07947823142525574,group_QEC
0.044,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.035073069172502414,0.9649269308274976,0.6947920446914665,0.9942847833185422,0.5,0.9769486989222955,16.2,0.06030547524211701,group_QEC
0.044,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.056721730079010046,0.94327826992099,0.6947920446914665,0.9942847833185422,0.5,0.9662480952569859,20.0,0.048312404762849294,group_QEC
0.044,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.010769901252168035,0.989230098747832,0.6947920446914665,0.9942847833185422,0.5,0.9889613850117522,23.799999999999997,0.0415529993702417,group_QEC
0.046,global_noQEC,global_noQEC,1,1,1,1.0,0.046,0.954,0.6947920446914665,0.9942847833185422,0.5,0.681231610635659,1.9,0.3585429529661363,global_noQEC
0.046,group_noQEC,group_noQEC,1,1,1,1.0,0.046,0.954,0.6947920446914665,0.9942847833185422,0.5,0.9715476832858893,2.9,0.3350164425123756,group_noQEC
0.046,rep3_toy,rep3_toy,3,1,1,3.0,0.006153328,0.993846672,0.6947920446914665,0.9942847833185422,0.5,0.9912432869213743,8.6,0.11526084731643887,group_QEC
0.046,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.019279617988096187,0.9807203820119038,0.6947920446914665,0.9942847833185422,0.5,0.9847551615188319,12.4,0.07941573883216387,group_QEC
0.046,"[[7,1,3]]","[[7,1,3]]",7,1,3,7.0,0.038075640975501646,0.9619243590244984,0.6947920446914665,0.9942847833185422,0.5,0.9754645733692517,16.2,0.060213862553657516,group_QEC
0.046,"[[9,1,3]]","[[9,1,3]]",9,1,3,9.0,0.061416111351800806,0.9385838886481992,0.6947920446914665,0.9942847833185422,0.5,0.9639277340267499,20.0,0.048196386701337496,group_QEC
0.046,"[[11,1,5]]","[[11,1,5]]",11,1,5,11.0,0.012157005913701835,0.9878429940862982,0.6947920446914665,0.9942847833185422,0.5,0.9882757602846859,23.799999999999997,0.041524191608600255,group_QEC
0.048,global_noQEC,global_noQEC,1,1,1,1.0,0.048,0.952,0.6947920446914665,0.9942847833185422,0.5,0.680642026546276,1.9,0.35823264555067164,global_noQEC
0.048,group_noQEC,group_noQEC,1,1,1,1.0,0.048,0.952,0.6947920446914665,0.9942847833185422,0.5,0.9705591137192522,2.9,0.33467555645491454,group_noQEC
0.048,rep3_toy,rep3_toy,3,1,1,3.0,0.006690815999999999,0.993309184,0.6947920446914665,0.9942847833185422,0.5,0.9909776147817579,8.6,0.11522995520718116,group_QEC
0.048,"[[5,1,3]]","[[5,1,3]]",5,1,3,5.0,0.020906767024128303,0.9790932329758717,0.6947920446914665,0.9942847833185422,0.5,0.9839508865101297,12.4,0.0793508779443653,group_QEC
