x_mean,x_min,x_max,positive_fraction,n
0.0,0.0,0.0,0.0,27
0.2662934303899578,0.0,0.6515372153853889,0.0,26
0.8101550486226246,0.6515372153853889,0.8881667447386818,0.14814814814814814,27
0.9218010320317911,0.8886425851320872,0.9669307612796805,0.038461538461538464,26
0.9865136033001799,0.9669307612796805,1.0,0.15384615384615385,26
1.0,1.0,1.0,0.4444444444444444,27
