positive_margin,count,mean_R_sup,median_R_sup,mean_A_Huff,mean_A_sep,mean_r_sep,mean_M_res
False,49491,0.238249560624016,0.1343283582089552,0.005587569249592948,0.004728808563349983,0.7960787444724753,-0.7225863690282609
True,6828,0.37510545802381007,0.2156619018023617,0.001484580839506877,0.0012521356642536724,0.8269181260638607,0.20455465602761008
