M,source_type,grouping_strategy,baseline_type,result_type,eta_mean,eta_std,eta_min,eta_max,M_res_mean,M_res_std,M_res_min,M_res_max,r_res_pos,P_group_mean,P_base_mean,r_cert_pos
16,dirichlet,overlap_aware,pgm_fixed_global,approximate,0.07728825363476727,0.0004974919715286682,0.0767744409170502,0.07785210295666273,-2.158696108264476,0.0068268853978306,-2.1674441573371035,-2.1528530477324965,0.0,0.9994140036378796,0.980080443303607,
16,dirichlet,overlap_aware,random_support,approximate,0.07715546153788408,0.0005947129817239281,0.07665561757539943,0.07785412643128449,-2.1167112391505727,0.045238583126494904,-2.163769544579083,-2.0678461454918473,0.0,0.9976854126363732,0.9665608638715696,
16,dirichlet,probability_aware,pgm_fixed_global,approximate,0.0771552111527821,0.0005521880841430961,0.07659353969875664,0.07778917390594693,-2.1604120108358287,0.0063975631582719305,-2.1682477749096836,-2.1551800080911727,0.0,0.9976845132676121,0.980080443303607,
16,dirichlet,random,pgm_fixed_global,approximate,0.07704445557856657,0.0006769971377110038,0.07646901947307509,0.07782195925015621,-2.1618452361194294,0.0065578188011407934,-2.167829098981317,-2.1555650207005286,0.0,0.9963474386027034,0.980080443303607,
16,near_uniform,overlap_aware,equal_support,approximate,0.07648008039019656,9.060000574405217e-06,0.07647367400235285,0.07648648677804028,-2.255758954927444,0.00011778000746766033,-2.2558422379694125,-2.2556756718854754,0.0,0.9999999999999997,0.9999999999999998,
16,near_uniform,overlap_aware,pgm_fixed_global,approximate,0.07648008039019656,9.060000574405217e-06,0.07647367400235285,0.07648648677804028,-2.255758954927444,0.00011778000746781734,-2.255842237969413,-2.2556756718854754,0.0,0.9999999999999998,0.9999999999999999,
16,near_uniform,overlap_aware,random_support,approximate,0.07617606765617473,0.00042087893101341894,0.07587846130999659,0.07647367400235286,-1.825588723099616,0.06530295489679637,-1.87176488533866,-1.779412560860572,0.0,0.9960165382573585,0.866423877732273,
16,near_uniform,probability_aware,pgm_fixed_global,approximate,0.07648008039019656,9.060000574405217e-06,0.07647367400235285,0.07648648677804028,-2.255758954927444,0.00011778000746781734,-2.255842237969413,-2.2556756718854754,0.0,0.9999999999999998,0.9999999999999999,
16,near_uniform,random,pgm_fixed_global,approximate,0.07647903172185117,8.562590882721296e-06,0.07647297705577347,0.07648508638792886,-2.2557725876159345,0.00011131368147604413,-2.255851298274945,-2.255693876956924,0.0,1.0,0.9999999999999999,
16,strong_skew,overlap_aware,equal_support,approximate,0.07681832314397932,6.0836437588906074e-05,0.07675385927991926,0.07687472902503188,-2.2513617991282686,0.0007908736886562293,-2.2521998293610497,-2.2506285226745852,0.0,1.0,0.9999999999999999,
16,strong_skew,overlap_aware,pgm_fixed_global,approximate,0.09215046785155,0.004241755167464056,0.08770584564655293,0.09615504913329836,-1.705219192147372,0.1202999915411489,-1.8336913436523194,-1.5952308740392729,0.0,1.0,0.9966528620999876,
