dataset,M,source_type,source_param,seed,baseline_type,grouping_strategy,R_sup,A_Huff,A_sep,r_sep,epsilon_in,P_base,P_group,P_full,M_res,Delta_P_group,positive_margin
default_benchmark,16,dirichlet,5.0,3650,pgm_fixed_global,overlap_aware,0.0425531914893617,0.0028602150247462,0.0028602150247462,,0.0,0.9765329226785974,0.9999999999999998,0.9951321471349074,-2.160774187215119,0.023467077321402408,False
default_benchmark,16,dirichlet,5.0,3650,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9951321471349076,-2.2548678528650923,0.0,False
default_benchmark,16,dirichlet,5.0,3650,random_support,overlap_aware,0.0718085106382978,0.0061437201896912,0.0055850698219694,,0.0625,0.946476644086104,0.9957604766468932,0.9909259317387616,-2.0678461454918473,0.049283832560789165,False
default_benchmark,16,dirichlet,5.0,3667,pgm_fixed_global,random,0.0379146919431279,0.0034848207773499,0.002974145767467,,0.0625,0.971679678070151,0.9960111205786704,0.9908579096851948,-2.156810588389295,0.024331442508519374,False
default_benchmark,16,dirichlet,5.0,3667,pgm_fixed_global,probability_aware,0.0379146919431279,0.0034848207773499,0.0031387600909064,,0.0625,0.971679678070151,0.9976373854515486,0.9924713977537294,-2.155197100320761,0.025957707381397577,False
default_benchmark,16,dirichlet,5.0,3667,pgm_fixed_global,overlap_aware,0.0379146919431279,0.0034848207773499,0.0034848207773499,,0.0,0.971679678070151,1.0,0.9948154503419931,-2.1528530477324965,0.028320321929849013,False
default_benchmark,16,dirichlet,5.0,3667,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9948154503419931,-2.255184549658007,0.0,False
default_benchmark,16,dirichlet,5.0,3667,random_support,overlap_aware,0.0663507109004739,0.005922962746437,0.0057710261373434,,0.0624999999999999,0.951816379152532,0.9985918660054214,0.9934183793992204,-2.089904757048481,0.04677548685288935,False
default_benchmark,16,near_uniform,0.02,3162,pgm_fixed_global,random,0.0,0.0,0.0,,0.0,1.0,1.0,0.9941487017250552,-2.255851298274945,0.0,False
default_benchmark,16,near_uniform,0.02,3162,pgm_fixed_global,probability_aware,0.0,0.0,0.0,,0.0,1.0,0.9999999999999996,0.994157762030587,-2.255842237969413,-4.440892098500626e-16,False
default_benchmark,16,near_uniform,0.02,3162,pgm_fixed_global,overlap_aware,0.0,0.0,0.0,,0.0,1.0,0.9999999999999996,0.994157762030587,-2.255842237969413,-4.440892098500626e-16,False
default_benchmark,16,near_uniform,0.02,3162,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,0.9999999999999996,0.9941577620305868,-2.2558422379694125,-4.440892098500626e-16,False
default_benchmark,16,near_uniform,0.02,3162,random_support,overlap_aware,0.05,0.0116145176515037,0.0116145176515037,,0.0,0.8818223530366913,0.9999999999999998,0.9941577620305873,-1.87176488533866,0.11817764696330846,False
default_benchmark,16,near_uniform,0.08,3168,pgm_fixed_global,random,0.0,0.0,0.0,,0.0,0.9999999999999998,1.0,0.9943061230430752,-2.255693876956924,2.220446049250313e-16,False
default_benchmark,16,near_uniform,0.08,3168,pgm_fixed_global,probability_aware,0.0,0.0,0.0,,0.0,0.9999999999999998,1.0,0.9943243281145236,-2.2556756718854754,2.220446049250313e-16,False
default_benchmark,16,near_uniform,0.08,3168,pgm_fixed_global,overlap_aware,0.0,0.0,0.0,,0.0,0.9999999999999998,1.0,0.9943243281145236,-2.2556756718854754,2.220446049250313e-16,False
default_benchmark,16,near_uniform,0.08,3168,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,0.9999999999999998,0.9999999999999998,0.9943243281145236,-2.2556756718854754,0.0,False
default_benchmark,16,near_uniform,0.08,3168,random_support,overlap_aware,0.0666666666666666,0.0152877207385018,0.0144006818105378,,0.2499999999999999,0.8510254024278546,0.9920330765147172,0.9864199970299556,-1.779412560860572,0.14100767408686254,False
default_benchmark,16,strong_skew,0.65,4225,pgm_fixed_global,random,0.0619834710743801,0.0019946186993682,0.0015159940979242,,0.0292544780217915,0.9955434565337016,0.9989542500673472,0.9967626366756054,-1.8347288776156645,0.0034107935336455952,False
default_benchmark,16,strong_skew,0.65,4225,pgm_fixed_global,probability_aware,0.0619834710743801,0.0019946186993682,0.0019946186993682,,0.0,0.9955434565337016,1.0,0.9978001706389504,-1.8336913436523192,0.004456543466298424,False
default_benchmark,16,strong_skew,0.65,4225,pgm_fixed_global,overlap_aware,0.0619834710743801,0.0019946186993682,0.0019946186993682,,0.0,0.9955434565337016,1.0,0.9978001706389504,-1.8336913436523192,0.004456543466298424,False
default_benchmark,16,strong_skew,0.65,4225,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9978001706389504,-2.2521998293610497,0.0,False
default_benchmark,16,strong_skew,0.65,4225,random_support,overlap_aware,0.1115702479338843,0.0039402519488495,0.0038041408377383,,0.2499999999999999,0.959717359844562,0.9968739260883036,0.9946986568314532,-1.7348974674597883,0.03715656624374164,False
default_benchmark,16,strong_skew,0.8,4240,pgm_fixed_global,random,0.0619834710743801,0.0020393681364696,0.0020297323735076,,0.0009033527776849,0.9958510432885116,0.9999811026255766,0.9987242057442592,-1.6867541076570935,0.004130059337065006,False
